gene_id,gene_length,GC_length,GC_prop
ENSAMXG00000019672,2523,1334,0.528735632
ENSAMXG00000019673,1704,826,0.484741784
ENSAMXG00000019674,1935,802,0.414470284
ENSAMXG00000019675,8565,3638,0.424751897
ENSAMXG00000019676,3420,1908,0.557894737
ENSAMXG00000019677,1083,622,0.574330563
ENSAMXG00000019678,567,291,0.513227513
ENSAMXG00000019679,897,505,0.562987737
ENSAMXG00000019680,1764,903,0.511904762
ENSAMXG00000019681,483,193,0.399585921
ENSAMXG00000019682,219,99,0.452054795
ENSAMXG00000019683,711,391,0.549929677
ENSAMXG00000019684,570,254,0.445614035
ENSAMXG00000019685,1482,804,0.542510121
ENSAMXG00000019686,969,523,0.539731682
ENSAMXG00000019687,2478,1287,0.51937046
ENSAMXG00000019688,1608,808,0.502487562
ENSAMXG00000019689,1263,586,0.463974664
ENSAMXG00000019690,2061,1026,0.497816594
ENSAMXG00000019691,3798,1799,0.473670353
ENSAMXG00000019692,411,224,0.545012165
ENSAMXG00000019693,1335,810,0.606741573
ENSAMXG00000019694,306,140,0.45751634
ENSAMXG00000019695,1143,651,0.569553806
ENSAMXG00000019696,1086,527,0.485267035
ENSAMXG00000019697,1149,561,0.488250653
ENSAMXG00000019698,879,489,0.556313993
ENSAMXG00000019699,7191,3339,0.464330413
ENSAMXG00000019700,1008,530,0.525793651
ENSAMXG00000019701,228,117,0.513157895
ENSAMXG00000019702,2064,955,0.462693798
ENSAMXG00000019703,789,461,0.584283904
ENSAMXG00000019704,597,320,0.5360134
ENSAMXG00000019705,2124,1225,0.576741996
ENSAMXG00000019706,1815,892,0.491460055
ENSAMXG00000019707,2697,1537,0.569892473
ENSAMXG00000019708,681,349,0.512481645
ENSAMXG00000019709,1182,627,0.530456853
ENSAMXG00000019710,963,630,0.654205607
ENSAMXG00000019711,1761,923,0.524134015
ENSAMXG00000019712,867,433,0.499423299
ENSAMXG00000019713,600,282,0.47
ENSAMXG00000019714,354,163,0.460451977
ENSAMXG00000019715,1158,584,0.504317789
ENSAMXG00000019716,1152,582,0.505208333
ENSAMXG00000019717,1017,539,0.529990167
ENSAMXG00000019718,3693,1596,0.432168968
ENSAMXG00000019719,672,300,0.446428571
ENSAMXG00000019720,1272,695,0.546383648
ENSAMXG00000019721,636,354,0.556603774
ENSAMXG00000019722,453,235,0.518763797
ENSAMXG00000019723,2193,1081,0.492932057
ENSAMXG00000019724,981,430,0.438328236
ENSAMXG00000019725,318,189,0.594339623
ENSAMXG00000019726,291,154,0.529209622
ENSAMXG00000019727,1764,953,0.540249433
ENSAMXG00000019728,1305,816,0.625287356
ENSAMXG00000019729,1008,566,0.561507937
ENSAMXG00000019730,1101,539,0.48955495
ENSAMXG00000019731,2142,1028,0.479925303
ENSAMXG00000019732,1056,535,0.506628788
ENSAMXG00000019733,1020,516,0.505882353
ENSAMXG00000019734,1143,604,0.528433946
ENSAMXG00000019735,900,501,0.556666667
ENSAMXG00000019736,477,232,0.486373166
ENSAMXG00000019737,618,322,0.521035599
ENSAMXG00000019738,459,180,0.392156863
ENSAMXG00000019739,1086,623,0.573664825
ENSAMXG00000019740,3144,1493,0.474872774
ENSAMXG00000019741,1911,982,0.513867085
ENSAMXG00000019742,855,470,0.549707602
ENSAMXG00000019743,384,206,0.536458333
ENSAMXG00000019744,1329,712,0.535741159
ENSAMXG00000019745,606,330,0.544554455
ENSAMXG00000019746,777,451,0.58043758
ENSAMXG00000019747,525,274,0.521904762
ENSAMXG00000019748,702,331,0.471509972
ENSAMXG00000019749,1008,452,0.448412698
ENSAMXG00000019750,447,238,0.532438479
ENSAMXG00000019751,2211,1039,0.469923112
ENSAMXG00000019752,3318,1855,0.55907173
ENSAMXG00000019753,837,494,0.590203106
ENSAMXG00000019754,3297,1804,0.547164089
ENSAMXG00000019755,1866,845,0.4528403
ENSAMXG00000019756,708,278,0.392655367
ENSAMXG00000019757,1296,761,0.587191358
ENSAMXG00000019758,3693,1966,0.532358516
ENSAMXG00000019759,1035,553,0.534299517
ENSAMXG00000019760,1083,597,0.551246537
ENSAMXG00000019761,2775,1379,0.496936937
ENSAMXG00000019762,3444,1775,0.515389082
ENSAMXG00000019763,1623,928,0.571780653
ENSAMXG00000019764,756,431,0.57010582
ENSAMXG00000019765,1443,825,0.571725572
ENSAMXG00000019766,4323,2351,0.5438353
ENSAMXG00000019767,237,124,0.523206751
ENSAMXG00000019768,630,286,0.453968254
ENSAMXG00000019769,1518,761,0.501317523
ENSAMXG00000019770,1140,637,0.55877193
ENSAMXG00000019771,1902,942,0.495268139
ENSAMXG00000019772,813,490,0.602706027
ENSAMXG00000019773,753,378,0.501992032
ENSAMXG00000019774,504,268,0.531746032
ENSAMXG00000019775,10605,5885,0.554926921
ENSAMXG00000019776,1272,631,0.496069182
ENSAMXG00000019777,549,253,0.460837887
ENSAMXG00000019778,834,435,0.521582734
ENSAMXG00000019779,726,409,0.563360882
ENSAMXG00000019780,648,311,0.479938272
ENSAMXG00000019781,4260,2249,0.527934272
ENSAMXG00000019782,402,200,0.497512438
ENSAMXG00000019783,1959,1059,0.54058193
ENSAMXG00000019784,477,239,0.501048218
ENSAMXG00000019785,1323,668,0.504913076
ENSAMXG00000019786,1035,638,0.616425121
ENSAMXG00000019787,1575,842,0.534603175
ENSAMXG00000019788,846,493,0.582742317
ENSAMXG00000019789,2349,1133,0.482332908
ENSAMXG00000019790,768,461,0.600260417
ENSAMXG00000019791,1161,561,0.483204134
ENSAMXG00000019792,903,429,0.475083056
ENSAMXG00000019793,1896,842,0.444092827
ENSAMXG00000019794,3297,1742,0.528359114
ENSAMXG00000019795,228,120,0.526315789
ENSAMXG00000019796,1668,986,0.591127098
ENSAMXG00000019797,2541,1425,0.560802834
ENSAMXG00000019798,261,158,0.605363985
ENSAMXG00000019799,288,153,0.53125
ENSAMXG00000019800,2214,1281,0.578590786
ENSAMXG00000019801,894,460,0.514541387
ENSAMXG00000019802,972,512,0.526748971
ENSAMXG00000019803,867,575,0.663206459
ENSAMXG00000019804,486,234,0.481481481
ENSAMXG00000019805,3282,1681,0.51218769
ENSAMXG00000019806,654,360,0.550458716
ENSAMXG00000019807,2997,1625,0.542208876
ENSAMXG00000019808,1443,751,0.52044352
ENSAMXG00000019809,864,452,0.523148148
ENSAMXG00000019810,783,350,0.446998723
ENSAMXG00000019811,612,283,0.462418301
ENSAMXG00000019812,1248,681,0.545673077
ENSAMXG00000019813,2472,1500,0.606796117
ENSAMXG00000019814,1905,889,0.466666667
ENSAMXG00000019815,762,385,0.505249344
ENSAMXG00000019816,870,460,0.528735632
ENSAMXG00000019817,966,497,0.514492754
ENSAMXG00000019818,2529,1138,0.449980229
ENSAMXG00000019819,1140,612,0.536842105
ENSAMXG00000019820,594,258,0.434343434
ENSAMXG00000019821,387,184,0.475452196
ENSAMXG00000019822,597,330,0.552763819
ENSAMXG00000019823,474,252,0.53164557
ENSAMXG00000019824,960,487,0.507291667
ENSAMXG00000019825,630,306,0.485714286
ENSAMXG00000019826,420,266,0.633333333
ENSAMXG00000019827,837,437,0.522102748
ENSAMXG00000019828,525,351,0.668571429
ENSAMXG00000019829,270,139,0.514814815
ENSAMXG00000019830,999,609,0.60960961
ENSAMXG00000019831,1200,635,0.529166667
ENSAMXG00000019832,597,298,0.499162479
ENSAMXG00000019833,2580,1239,0.480232558
ENSAMXG00000019834,1608,819,0.509328358
ENSAMXG00000019835,468,235,0.502136752
ENSAMXG00000019836,4944,2484,0.502427184
ENSAMXG00000019837,1518,870,0.57312253
ENSAMXG00000019838,4158,2315,0.556758057
ENSAMXG00000019839,612,350,0.571895425
ENSAMXG00000019840,1071,633,0.591036415
ENSAMXG00000019841,5433,2125,0.39112829
ENSAMXG00000019842,183,99,0.540983607
ENSAMXG00000019843,1044,625,0.598659004
ENSAMXG00000019844,4242,2209,0.520744932
ENSAMXG00000019845,543,287,0.52854512
ENSAMXG00000019846,1158,504,0.435233161
ENSAMXG00000019847,3864,1899,0.491459627
ENSAMXG00000019848,3213,1713,0.533146592
ENSAMXG00000019849,1146,605,0.527923211
ENSAMXG00000019850,663,388,0.585218703
ENSAMXG00000019851,1833,992,0.541189307
ENSAMXG00000019852,552,292,0.528985507
ENSAMXG00000019853,3651,1985,0.543686661
ENSAMXG00000019854,1413,771,0.545647558
ENSAMXG00000019855,6669,3560,0.533813165
ENSAMXG00000019856,786,399,0.507633588
ENSAMXG00000019857,3126,1339,0.42834293
ENSAMXG00000019858,663,376,0.567119155
ENSAMXG00000019859,912,491,0.538377193
ENSAMXG00000019860,180,90,0.5
ENSAMXG00000019861,375,236,0.629333333
ENSAMXG00000019862,3414,1560,0.456942004
ENSAMXG00000019863,2265,1228,0.542163355
ENSAMXG00000019864,1104,519,0.470108696
ENSAMXG00000019865,186,79,0.424731183
ENSAMXG00000019866,1305,584,0.447509579
ENSAMXG00000019867,867,448,0.516724337
ENSAMXG00000019868,2967,1298,0.437478935
ENSAMXG00000019869,4071,2136,0.524686809
ENSAMXG00000019870,2487,1197,0.481302774
ENSAMXG00000019871,804,389,0.483830846
ENSAMXG00000019872,642,338,0.526479751
ENSAMXG00000019873,882,498,0.56462585
ENSAMXG00000019874,861,434,0.504065041
ENSAMXG00000019875,660,325,0.492424242
ENSAMXG00000019876,1746,834,0.47766323
ENSAMXG00000019877,315,166,0.526984127
ENSAMXG00000019878,1206,752,0.623548922
ENSAMXG00000019879,2337,1182,0.505776637
ENSAMXG00000019880,315,146,0.463492063
ENSAMXG00000019881,2610,1355,0.519157088
ENSAMXG00000019882,1434,653,0.455369596
ENSAMXG00000019883,576,283,0.491319444
ENSAMXG00000019884,339,192,0.566371681
ENSAMXG00000019885,2571,1462,0.568650331
ENSAMXG00000019886,7098,4136,0.582699352
ENSAMXG00000019887,684,446,0.652046784
ENSAMXG00000019888,957,564,0.589341693
ENSAMXG00000019889,516,305,0.591085271
ENSAMXG00000019890,384,212,0.552083333
ENSAMXG00000019891,555,319,0.574774775
ENSAMXG00000019892,1779,803,0.451377178
ENSAMXG00000019893,246,121,0.491869919
ENSAMXG00000019894,522,242,0.463601533
ENSAMXG00000019895,486,235,0.483539095
ENSAMXG00000019896,393,206,0.524173028
ENSAMXG00000019897,3603,1745,0.484318623
ENSAMXG00000019898,1791,1036,0.578447795
ENSAMXG00000019899,291,127,0.436426117
ENSAMXG00000019900,558,282,0.505376344
ENSAMXG00000019901,3534,1712,0.484436899
ENSAMXG00000019902,348,187,0.537356322
ENSAMXG00000019903,270,136,0.503703704
ENSAMXG00000019904,1251,740,0.591526779
ENSAMXG00000019905,348,195,0.560344828
ENSAMXG00000019906,3966,2083,0.525214322
ENSAMXG00000019907,2310,1215,0.525974026
ENSAMXG00000019908,210,102,0.485714286
ENSAMXG00000019909,4317,2342,0.54250637
ENSAMXG00000019910,1566,802,0.512132822
ENSAMXG00000019911,1494,693,0.463855422
ENSAMXG00000019912,2880,1461,0.507291667
ENSAMXG00000019913,957,501,0.523510972
ENSAMXG00000019914,1641,747,0.455210238
ENSAMXG00000019915,1746,1025,0.587056128
ENSAMXG00000019916,1884,955,0.506900212
ENSAMXG00000019917,465,253,0.544086022
ENSAMXG00000019918,732,399,0.545081967
ENSAMXG00000019919,4803,2576,0.53633146
ENSAMXG00000019920,3522,1763,0.500567859
ENSAMXG00000019921,2535,1107,0.436686391
ENSAMXG00000019922,1119,660,0.589812332
ENSAMXG00000019923,1539,838,0.544509422
ENSAMXG00000019924,429,204,0.475524476
ENSAMXG00000019925,522,246,0.471264368
ENSAMXG00000019926,381,212,0.556430446
ENSAMXG00000019927,2940,1272,0.432653061
ENSAMXG00000019928,1800,880,0.488888889
ENSAMXG00000019929,1593,814,0.510985562
ENSAMXG00000019930,3981,2062,0.517960311
ENSAMXG00000019931,360,194,0.538888889
ENSAMXG00000019932,753,377,0.500664011
ENSAMXG00000019933,2508,1104,0.440191388
ENSAMXG00000019934,1485,702,0.472727273
ENSAMXG00000019935,1143,557,0.487314086
ENSAMXG00000019936,1227,544,0.443357783
ENSAMXG00000019937,1002,690,0.688622754
ENSAMXG00000019938,858,469,0.546620047
ENSAMXG00000019939,1452,751,0.517217631
ENSAMXG00000019940,474,241,0.508438819
ENSAMXG00000019941,2574,1138,0.442113442
ENSAMXG00000019942,378,233,0.616402116
ENSAMXG00000019943,2430,1176,0.483950617
ENSAMXG00000019944,834,473,0.567146283
ENSAMXG00000019945,747,334,0.447121821
ENSAMXG00000019946,3447,1849,0.536408471
ENSAMXG00000019947,837,407,0.486260454
ENSAMXG00000019948,1512,713,0.471560847
ENSAMXG00000019949,816,390,0.477941176
ENSAMXG00000019950,264,136,0.515151515
ENSAMXG00000019951,2496,1138,0.455929487
ENSAMXG00000019952,3141,1530,0.487106017
ENSAMXG00000019953,717,340,0.474198047
ENSAMXG00000019954,450,244,0.542222222
ENSAMXG00000019955,2100,1158,0.551428571
ENSAMXG00000019956,648,384,0.592592593
ENSAMXG00000019957,993,425,0.427995972
ENSAMXG00000019958,432,201,0.465277778
ENSAMXG00000019959,2316,1146,0.494818653
ENSAMXG00000019960,1140,471,0.413157895
ENSAMXG00000019961,885,580,0.655367232
ENSAMXG00000019962,1164,587,0.504295533
ENSAMXG00000019963,2322,1219,0.524978467
ENSAMXG00000019964,312,140,0.448717949
ENSAMXG00000019965,522,327,0.626436782
ENSAMXG00000019966,210,108,0.514285714
ENSAMXG00000019967,375,198,0.528
ENSAMXG00000019968,5136,2685,0.522780374
ENSAMXG00000019969,5862,2929,0.49965882
ENSAMXG00000019970,4830,2337,0.483850932
ENSAMXG00000019971,1983,836,0.421583459
ENSAMXG00000019972,2337,1125,0.481386393
ENSAMXG00000019973,2169,1182,0.544951591
ENSAMXG00000019974,1098,560,0.510018215
ENSAMXG00000019975,5538,3038,0.548573492
ENSAMXG00000019976,576,302,0.524305556
ENSAMXG00000019977,2976,1447,0.486223118
ENSAMXG00000019978,2196,1206,0.549180328
ENSAMXG00000019979,3201,1557,0.486410497
ENSAMXG00000019980,630,281,0.446031746
ENSAMXG00000019981,381,206,0.540682415
ENSAMXG00000019982,576,283,0.491319444
ENSAMXG00000019983,4728,2638,0.557952623
ENSAMXG00000019984,999,579,0.57957958
ENSAMXG00000019985,2940,1665,0.566326531
ENSAMXG00000019986,1383,564,0.407809111
ENSAMXG00000019987,1305,667,0.511111111
ENSAMXG00000019988,3021,1650,0.546176763
ENSAMXG00000019989,2565,1102,0.42962963
ENSAMXG00000019990,1182,641,0.542301184
ENSAMXG00000019991,747,374,0.500669344
ENSAMXG00000019992,588,377,0.641156463
ENSAMXG00000019993,2559,1078,0.421258304
ENSAMXG00000019994,3696,1891,0.511634199
ENSAMXG00000019995,891,519,0.582491582
ENSAMXG00000019996,675,341,0.505185185
ENSAMXG00000019997,1038,438,0.421965318
ENSAMXG00000019998,903,483,0.534883721
ENSAMXG00000019999,2178,881,0.404499541
ENSAMXG00000020000,1029,521,0.506316812
ENSAMXG00000020001,804,369,0.458955224
ENSAMXG00000020002,867,479,0.552479815
ENSAMXG00000020003,747,323,0.432396252
ENSAMXG00000020004,477,252,0.528301887
ENSAMXG00000020005,2049,840,0.409956076
ENSAMXG00000020006,363,212,0.584022039
ENSAMXG00000020007,3390,1474,0.43480826
ENSAMXG00000020008,441,231,0.523809524
ENSAMXG00000020009,2535,1097,0.432741617
ENSAMXG00000020010,1650,824,0.499393939
ENSAMXG00000020011,1335,906,0.678651685
ENSAMXG00000020012,2082,1180,0.566762728
ENSAMXG00000020013,1437,608,0.423103688
ENSAMXG00000020014,8373,4787,0.571718619
ENSAMXG00000020015,489,275,0.562372188
ENSAMXG00000020016,405,220,0.543209877
ENSAMXG00000020017,942,437,0.463906582
ENSAMXG00000020018,483,256,0.530020704
ENSAMXG00000020019,2556,1130,0.442097027
ENSAMXG00000020020,1089,540,0.495867769
ENSAMXG00000020021,1881,938,0.49867092
ENSAMXG00000020022,1308,820,0.626911315
ENSAMXG00000020023,630,307,0.487301587
ENSAMXG00000020024,1872,786,0.419871795
ENSAMXG00000020025,870,451,0.518390805
ENSAMXG00000020026,4470,1916,0.428635347
ENSAMXG00000020027,828,389,0.469806763
ENSAMXG00000020028,1446,700,0.484094053
ENSAMXG00000020029,1329,737,0.554552295
ENSAMXG00000020030,1335,773,0.579026217
ENSAMXG00000020031,1968,1026,0.521341463
ENSAMXG00000020032,1665,673,0.404204204
ENSAMXG00000020033,261,141,0.540229885
ENSAMXG00000020034,2499,1227,0.490996399
ENSAMXG00000020035,1134,585,0.515873016
ENSAMXG00000020036,798,365,0.457393484
ENSAMXG00000020037,729,344,0.471879287
ENSAMXG00000020038,1614,789,0.488847584
ENSAMXG00000020039,1233,627,0.508515815
ENSAMXG00000020040,480,199,0.414583333
ENSAMXG00000020041,1353,693,0.512195122
ENSAMXG00000020042,2283,1232,0.539640823
ENSAMXG00000020043,8940,4213,0.471252796
ENSAMXG00000020044,1008,539,0.534722222
ENSAMXG00000020045,3597,1736,0.482624409
ENSAMXG00000020046,5901,3227,0.546856465
ENSAMXG00000020047,642,334,0.520249221
ENSAMXG00000020048,531,259,0.487758945
ENSAMXG00000020049,2832,1682,0.593926554
ENSAMXG00000020050,1743,1051,0.602983362
ENSAMXG00000020051,3687,1581,0.428803906
ENSAMXG00000020052,1179,619,0.525021204
ENSAMXG00000020053,369,188,0.509485095
ENSAMXG00000020054,582,365,0.627147766
ENSAMXG00000020055,399,208,0.521303258
ENSAMXG00000020056,546,307,0.562271062
ENSAMXG00000020057,2166,1143,0.527700831
ENSAMXG00000020058,1338,676,0.505231689
ENSAMXG00000020059,1605,745,0.464174455
ENSAMXG00000020060,1716,962,0.560606061
ENSAMXG00000020061,762,362,0.475065617
ENSAMXG00000020062,465,270,0.580645161
ENSAMXG00000020063,765,415,0.54248366
ENSAMXG00000020064,1926,1076,0.55867082
ENSAMXG00000020065,585,260,0.444444444
ENSAMXG00000020066,2364,1118,0.472927242
ENSAMXG00000020067,498,286,0.574297189
ENSAMXG00000020068,291,149,0.512027491
ENSAMXG00000020069,519,264,0.50867052
ENSAMXG00000020070,1017,600,0.589970501
ENSAMXG00000020071,333,173,0.51951952
ENSAMXG00000020072,933,479,0.513397642
ENSAMXG00000020073,1758,870,0.494880546
ENSAMXG00000020074,825,344,0.416969697
ENSAMXG00000020075,633,320,0.505529226
ENSAMXG00000020076,2556,1230,0.481220657
ENSAMXG00000020077,513,284,0.553606238
ENSAMXG00000020078,1125,543,0.482666667
ENSAMXG00000020079,1266,540,0.426540284
ENSAMXG00000020080,624,346,0.554487179
ENSAMXG00000020081,870,408,0.468965517
ENSAMXG00000020082,4269,2321,0.543687046
ENSAMXG00000020083,468,266,0.568376068
ENSAMXG00000020084,1851,980,0.529443544
ENSAMXG00000020085,1362,607,0.445668135
ENSAMXG00000020086,1449,768,0.530020704
ENSAMXG00000020087,1662,835,0.502406739
ENSAMXG00000020088,756,418,0.552910053
ENSAMXG00000020089,672,333,0.495535714
ENSAMXG00000020090,1350,759,0.562222222
ENSAMXG00000020091,1383,740,0.535068691
ENSAMXG00000020092,1185,590,0.497890295
ENSAMXG00000020093,4632,2449,0.528713299
ENSAMXG00000020094,1815,896,0.493663912
ENSAMXG00000020095,402,222,0.552238806
ENSAMXG00000020096,1923,950,0.494019761
ENSAMXG00000020097,2586,1212,0.468677494
ENSAMXG00000020098,444,230,0.518018018
ENSAMXG00000020099,2712,1435,0.529129794
ENSAMXG00000020100,966,496,0.513457557
ENSAMXG00000020101,2607,1315,0.504411201
ENSAMXG00000020102,8310,4121,0.495908544
ENSAMXG00000020103,501,263,0.5249501
ENSAMXG00000020104,201,111,0.552238806
ENSAMXG00000020105,1140,640,0.561403509
ENSAMXG00000020106,897,509,0.567447046
ENSAMXG00000020107,462,212,0.458874459
ENSAMXG00000020108,1614,769,0.47645601
ENSAMXG00000020109,2529,1271,0.502570186
ENSAMXG00000020110,1152,579,0.502604167
ENSAMXG00000020111,2736,1414,0.516812865
ENSAMXG00000020112,3135,1338,0.426794258
ENSAMXG00000020113,507,263,0.518737673
ENSAMXG00000020114,450,216,0.48
ENSAMXG00000020115,1188,548,0.461279461
ENSAMXG00000020116,1068,621,0.581460674
ENSAMXG00000020117,1182,743,0.628595601
ENSAMXG00000020118,1269,658,0.518518519
ENSAMXG00000020119,549,282,0.513661202
ENSAMXG00000020120,375,195,0.52
ENSAMXG00000020121,363,187,0.515151515
ENSAMXG00000020122,1305,659,0.504980843
ENSAMXG00000020123,1347,708,0.525612472
ENSAMXG00000020124,1122,592,0.527629234
ENSAMXG00000020125,426,236,0.55399061
ENSAMXG00000020126,837,470,0.561529271
ENSAMXG00000020127,1374,707,0.514556041
ENSAMXG00000020128,2508,1263,0.503588517
ENSAMXG00000020129,6852,3824,0.558085231
ENSAMXG00000020130,1554,715,0.46010296
ENSAMXG00000020131,1710,990,0.578947368
ENSAMXG00000020132,2100,1066,0.507619048
ENSAMXG00000020133,939,456,0.485623003
ENSAMXG00000020134,498,244,0.489959839
ENSAMXG00000020135,1614,835,0.517348203
ENSAMXG00000020136,1659,933,0.56238698
ENSAMXG00000020137,3336,1795,0.538069544
ENSAMXG00000020138,3018,1330,0.440689198
ENSAMXG00000020139,210,86,0.40952381
ENSAMXG00000020140,369,207,0.56097561
ENSAMXG00000020141,489,233,0.476482618
ENSAMXG00000020142,432,216,0.5
ENSAMXG00000020143,3273,1713,0.523373052
ENSAMXG00000020144,2559,1274,0.497850723
ENSAMXG00000020145,4371,2104,0.481354381
ENSAMXG00000020146,5118,2535,0.495310668
ENSAMXG00000020147,2121,1044,0.492220651
ENSAMXG00000020148,2214,1150,0.519421861
ENSAMXG00000020149,1512,732,0.484126984
ENSAMXG00000020150,219,112,0.511415525
ENSAMXG00000020151,2562,1257,0.490632319
ENSAMXG00000020152,1308,681,0.520642202
ENSAMXG00000020153,1176,557,0.473639456
ENSAMXG00000020154,315,163,0.517460317
ENSAMXG00000020155,252,138,0.547619048
ENSAMXG00000020156,1023,557,0.544477028
ENSAMXG00000020157,3405,1862,0.546842878
ENSAMXG00000020158,471,236,0.501061571
ENSAMXG00000020159,2172,1194,0.549723757
ENSAMXG00000020160,2565,1259,0.490838207
ENSAMXG00000020161,918,587,0.639433551
ENSAMXG00000020162,1263,637,0.504354711
ENSAMXG00000020163,3399,1693,0.498087673
ENSAMXG00000020164,4065,1952,0.480196802
ENSAMXG00000020165,1962,1211,0.617227319
ENSAMXG00000020166,2499,1466,0.586634654
ENSAMXG00000020167,3111,1646,0.529090325
ENSAMXG00000020168,1041,516,0.495677233
ENSAMXG00000020169,2565,1278,0.498245614
ENSAMXG00000020170,2253,1172,0.520195295
ENSAMXG00000020171,1377,840,0.610021786
ENSAMXG00000020172,930,433,0.465591398
ENSAMXG00000020173,2070,981,0.473913043
ENSAMXG00000020174,1791,925,0.516471245
ENSAMXG00000020175,546,304,0.556776557
ENSAMXG00000020176,456,250,0.548245614
ENSAMXG00000020177,2976,1576,0.529569892
ENSAMXG00000020178,1191,610,0.512174643
ENSAMXG00000020179,618,367,0.593851133
ENSAMXG00000020180,1263,665,0.526524149
ENSAMXG00000020181,1266,634,0.500789889
ENSAMXG00000020182,2589,1418,0.547701815
ENSAMXG00000020183,1896,868,0.457805907
ENSAMXG00000020184,1260,658,0.522222222
ENSAMXG00000020185,549,292,0.531876138
ENSAMXG00000020186,2529,1250,0.494266509
ENSAMXG00000020187,741,414,0.558704453
ENSAMXG00000020188,1335,647,0.484644195
ENSAMXG00000020189,300,140,0.466666667
ENSAMXG00000020190,1029,419,0.407191448
ENSAMXG00000020191,1467,726,0.494887526
ENSAMXG00000020192,795,454,0.571069182
ENSAMXG00000020193,1674,766,0.457586619
ENSAMXG00000020194,2157,1100,0.509967548
ENSAMXG00000020195,1122,569,0.507130125
ENSAMXG00000020196,2997,1517,0.50617284
ENSAMXG00000020197,777,404,0.51994852
ENSAMXG00000020198,690,425,0.615942029
ENSAMXG00000020199,387,204,0.527131783
ENSAMXG00000020200,2301,1055,0.458496306
ENSAMXG00000020201,612,303,0.495098039
ENSAMXG00000020202,555,256,0.461261261
ENSAMXG00000020203,1242,654,0.526570048
ENSAMXG00000020204,717,300,0.418410042
ENSAMXG00000020205,5109,2516,0.492464279
ENSAMXG00000020206,1233,579,0.469586375
ENSAMXG00000020207,1641,1017,0.619744059
ENSAMXG00000020208,1680,890,0.529761905
ENSAMXG00000020209,195,86,0.441025641
ENSAMXG00000020210,2562,1488,0.580796253
ENSAMXG00000020211,414,221,0.533816425
ENSAMXG00000020212,1239,635,0.512510089
ENSAMXG00000020213,1257,591,0.470167064
ENSAMXG00000020214,1092,695,0.636446886
ENSAMXG00000020215,2517,1268,0.503774335
ENSAMXG00000020216,510,315,0.617647059
ENSAMXG00000020217,912,496,0.543859649
ENSAMXG00000020218,585,298,0.509401709
ENSAMXG00000020219,1053,531,0.504273504
ENSAMXG00000020220,1182,652,0.551607445
ENSAMXG00000020221,543,291,0.535911602
ENSAMXG00000020222,1845,1034,0.560433604
ENSAMXG00000020223,1104,540,0.489130435
ENSAMXG00000020224,996,414,0.415662651
ENSAMXG00000020225,471,246,0.522292994
ENSAMXG00000020226,810,390,0.481481481
ENSAMXG00000020227,1698,894,0.526501767
ENSAMXG00000020228,1554,702,0.451737452
ENSAMXG00000020229,1143,597,0.522309711
ENSAMXG00000020230,291,134,0.4604811
ENSAMXG00000020231,3429,1766,0.515018956
ENSAMXG00000020232,687,362,0.526928675
ENSAMXG00000020233,1995,943,0.472681704
ENSAMXG00000020234,13932,7563,0.542850991
ENSAMXG00000020235,1131,655,0.57913351
ENSAMXG00000020236,771,441,0.571984436
ENSAMXG00000020237,6897,3757,0.544729593
ENSAMXG00000020238,693,337,0.486291486
ENSAMXG00000020239,2064,1070,0.518410853
ENSAMXG00000020240,1176,595,0.505952381
ENSAMXG00000020241,756,426,0.563492063
ENSAMXG00000020242,1398,681,0.487124464
ENSAMXG00000020243,3273,1606,0.490681332
ENSAMXG00000020244,1575,756,0.48
ENSAMXG00000020245,1611,857,0.531967722
ENSAMXG00000020246,2280,1162,0.509649123
ENSAMXG00000020247,3843,2125,0.552953422
ENSAMXG00000020248,1098,579,0.527322404
ENSAMXG00000020249,621,314,0.505636071
ENSAMXG00000020250,1269,637,0.501970055
ENSAMXG00000020251,549,229,0.41712204
ENSAMXG00000020252,2004,1120,0.558882236
ENSAMXG00000020253,1512,897,0.593253968
ENSAMXG00000020254,588,314,0.534013605
ENSAMXG00000020255,612,295,0.482026144
ENSAMXG00000020256,1785,936,0.524369748
ENSAMXG00000020257,945,449,0.475132275
ENSAMXG00000020258,549,269,0.489981785
ENSAMXG00000020259,1602,786,0.490636704
ENSAMXG00000020260,489,294,0.601226994
ENSAMXG00000020261,1125,629,0.559111111
ENSAMXG00000020262,1866,1098,0.588424437
ENSAMXG00000020263,1728,863,0.499421296
ENSAMXG00000020264,1263,672,0.532066508
ENSAMXG00000020265,471,250,0.530785563
ENSAMXG00000020266,828,334,0.403381643
ENSAMXG00000020267,624,286,0.458333333
ENSAMXG00000020268,1422,673,0.473277075
ENSAMXG00000020269,1074,566,0.527001862
ENSAMXG00000020270,2166,1130,0.521698984
ENSAMXG00000020271,897,447,0.498327759
ENSAMXG00000020272,1890,1080,0.571428571
ENSAMXG00000020273,756,388,0.513227513
ENSAMXG00000020274,1461,749,0.51266256
ENSAMXG00000020275,5925,2840,0.479324895
ENSAMXG00000020276,2343,1334,0.569355527
ENSAMXG00000020277,756,392,0.518518519
ENSAMXG00000020278,1290,618,0.479069767
ENSAMXG00000020279,711,302,0.424753868
ENSAMXG00000020280,591,330,0.558375635
ENSAMXG00000020281,1119,536,0.478999106
ENSAMXG00000020282,1770,982,0.55480226
ENSAMXG00000020283,4134,1898,0.459119497
