gene_id,gene_length,GC_length,GC_prop,mean,median,longest_isoform,merged,exon_number,SSR,HPR
ENSAMXG00000019589,2154,1035,0.480501393,2154,2154,2154,2154,21,1,1
ENSAMXG00000019590,2505,1295,0.516966068,3887,3887,3887,3887,6,1,1
ENSAMXG00000019591,783,431,0.550446999,2599,2599,2599,2599,4,1,0
ENSAMXG00000019592,366,163,0.445355191,366,366,366,366,3,1,1
ENSAMXG00000019593,2262,1168,0.516357206,5410,5410,5410,5410,20,1,0
ENSAMXG00000019594,7668,3943,0.514214919,9223,9223,9223,9223,32,1,1
ENSAMXG00000019595,507,240,0.473372781,594,594,594,594,5,1,1
ENSAMXG00000019596,1209,589,0.487179487,3406,3406,3406,3406,13,1,0
ENSAMXG00000019597,1236,581,0.470064725,2505,2505,2505,2505,5,1,0
ENSAMXG00000019598,1077,553,0.513463324,1827,1827,1827,1827,10,1,0
ENSAMXG00000019599,3009,1480,0.49185776,3588,3588,3588,3588,23,1,0
ENSAMXG00000019600,4905,2349,0.478899083,4905,4905,4905,4905,44,1,0
ENSAMXG00000019601,1575,743,0.471746032,1575,1575,1575,1575,17,1,0
ENSAMXG00000019602,1482,787,0.531039136,3044,3044,3044,3044,13,1,1
ENSAMXG00000019603,1302,695,0.533794163,5579,5579,5579,5579,8,1,1
ENSAMXG00000019604,885,477,0.538983051,3061,3061,3061,3061,4,1,0
ENSAMXG00000019605,1164,610,0.524054983,5328,5328,5328,5328,2,1,0
ENSAMXG00000019606,1071,717,0.669467787,6074,6074,6074,6074,3,1,1
ENSAMXG00000019607,546,264,0.483516484,1699,1699,1699,1699,5,1,1
ENSAMXG00000019608,447,215,0.48098434,447,447,447,447,6,1,1
ENSAMXG00000019609,3750,2152,0.573866667,4379,4379,4379,4379,23,1,1
ENSAMXG00000019610,1104,513,0.464673913,1112,1112,1112,1112,2,1,1
ENSAMXG00000019611,759,412,0.542819499,1937,1937,1937,1937,5,1,1
ENSAMXG00000019612,1263,687,0.543942993,2786,2786,2786,2786,7,1,0
ENSAMXG00000019613,5175,2862,0.553043478,5175,5175,5175,5175,34,0,0
ENSAMXG00000019614,1173,569,0.485080989,3321,3321,3321,3321,2,1,0
ENSAMXG00000019615,1119,589,0.526362824,5813,5813,5813,5813,6,1,1
ENSAMXG00000019616,1980,1069,0.53989899,1980,1980,1980,1980,14,1,0
ENSAMXG00000019617,525,270,0.514285714,3394,3394,3394,3394,4,1,0
ENSAMXG00000019618,825,397,0.481212121,825,825,825,825,11,1,0
ENSAMXG00000019619,1017,521,0.512291052,2049,2049,2049,2049,11,1,1
ENSAMXG00000019620,372,179,0.481182796,2340,2340,2340,2340,3,1,1
ENSAMXG00000019621,306,138,0.450980392,1153,1153,1153,1153,3,1,1
ENSAMXG00000019622,1281,706,0.551131928,2736,2736,2736,2736,3,1,1
ENSAMXG00000019623,1554,779,0.501287001,3050,3050,3050,3050,15,1,1
ENSAMXG00000019624,2442,1296,0.530712531,5223,5223,5223,5223,23,1,1
ENSAMXG00000019625,1527,607,0.39751146,1527,1527,1527,1527,3,0,0
ENSAMXG00000019626,1386,698,0.503607504,3654,3654,3654,3654,9,1,0
ENSAMXG00000019627,1368,889,0.649853801,1368,1368,1368,1368,9,1,0
ENSAMXG00000019628,1161,539,0.464254953,4619,4619,4619,4619,2,1,1
ENSAMXG00000019629,1272,829,0.65172956,3649,3649,3649,3649,2,1,0
ENSAMXG00000019630,3516,1940,0.551763367,4325,4325,4325,4325,23,1,1
ENSAMXG00000019631,948,542,0.571729958,3643,3643,3643,3643,12,1,0
ENSAMXG00000019632,1164,545,0.468213058,5241,5241,5241,5241,4,1,1
ENSAMXG00000019633,6843,3577,0.522723951,7632,7894,7894,8294,45,1,0
ENSAMXG00000019634,2556,1432,0.560250391,2996,2996,2996,2996,25,1,1
ENSAMXG00000019635,1410,728,0.516312057,2643,2643,2643,2643,14,1,1
ENSAMXG00000019636,939,496,0.528221512,2392,2392,2392,2392,5,0,1
ENSAMXG00000019637,2970,1739,0.585521886,3315,3315,3315,3315,17,1,1
ENSAMXG00000019638,549,295,0.537340619,2438,2438,2438,2438,5,1,1
ENSAMXG00000019639,1503,782,0.520292748,3408,3408,3408,3408,12,1,0
ENSAMXG00000019640,243,119,0.489711934,1381,1381,1381,1381,3,0,0
ENSAMXG00000019641,2349,1318,0.561089825,4911,4911,4911,4911,18,1,0
ENSAMXG00000019642,7272,4207,0.578520352,7830,7830,7830,7830,54,0,0
ENSAMXG00000019643,8529,3600,0.422089342,10014,10014,10014,10014,55,1,1
ENSAMXG00000019644,1050,638,0.607619048,3523,3523,3523,3523,6,1,1
ENSAMXG00000019645,2847,1542,0.541622761,4545,4545,4545,4545,2,1,0
ENSAMXG00000019646,1782,884,0.496071829,4097,4097,4097,4097,7,1,1
ENSAMXG00000019647,990,561,0.566666667,1086,1086,1197,1229,6,1,0
ENSAMXG00000019648,1251,651,0.520383693,4952,4952,4952,4952,6,1,0
ENSAMXG00000019649,963,580,0.602284528,2859,2859,2859,2859,5,0,0
ENSAMXG00000019650,1071,574,0.535947712,4108,4108,4108,4108,10,1,1
ENSAMXG00000019651,2859,1542,0.539349423,2859,2859,2859,2859,17,1,1
ENSAMXG00000019652,2004,1126,0.561876248,2552,2552,2552,2552,9,1,0
ENSAMXG00000019653,519,233,0.44894027,636,636,636,636,5,1,1
ENSAMXG00000019654,591,302,0.510998308,1603,1603,1603,1603,4,1,1
ENSAMXG00000019655,4089,2496,0.610418195,4089,4089,4089,4089,24,1,0
ENSAMXG00000019656,888,434,0.488738739,1211,1211,1211,1211,3,1,1
ENSAMXG00000019657,3033,1570,0.517639301,4615,4615,4615,4615,24,1,1
ENSAMXG00000019658,1818,1036,0.569856986,2054,2054,2054,2054,10,1,1
ENSAMXG00000019659,462,215,0.465367965,462,462,462,462,4,1,0
ENSAMXG00000019660,510,270,0.529411765,1664,1664,1664,1664,5,1,1
ENSAMXG00000019661,1182,583,0.49323181,2431,2431,2431,2431,12,1,1
ENSAMXG00000019662,2508,1302,0.519138756,4783,4783,4783,4783,19,1,1
ENSAMXG00000019663,2499,1252,0.5010004,3410,3410,3410,3410,32,1,0
ENSAMXG00000019664,861,482,0.55981417,2761,2761,2761,2761,8,1,0
ENSAMXG00000019665,450,212,0.471111111,681,681,681,681,3,1,1
ENSAMXG00000019666,1233,706,0.572587186,4246,4246,4246,4246,9,0,0
ENSAMXG00000019667,3246,1529,0.471041282,3246,3246,3246,3246,23,1,0
ENSAMXG00000019668,3009,1440,0.478564307,3908,3908,3908,3908,37,0,0
ENSAMXG00000019669,600,342,0.57,2980,2980,2980,2980,4,1,1
ENSAMXG00000019670,621,342,0.550724638,865,865,865,865,5,1,1
ENSAMXG00000019671,837,412,0.49223417,1907,1907,1907,1907,8,1,0
ENSAMXG00000019672,2523,1334,0.528735632,2523,2523,2523,2523,16,1,1
ENSAMXG00000019673,1704,826,0.484741784,1704,1704,1704,1704,24,1,1
ENSAMXG00000019674,1935,802,0.414470284,2018,2018,2018,2018,15,1,0
ENSAMXG00000019675,8565,3638,0.424751897,9696,9696,9696,9696,42,0,0
ENSAMXG00000019676,3420,1908,0.557894737,3420,3420,3420,3420,26,1,1
ENSAMXG00000019677,1083,622,0.574330563,1287,1287,1287,1287,4,1,0
ENSAMXG00000019678,567,291,0.513227513,807,807,807,807,5,1,1
ENSAMXG00000019679,897,505,0.562987737,897,897,897,897,3,1,0
ENSAMXG00000019680,1764,903,0.511904762,3675,3675,3675,3675,2,1,0
ENSAMXG00000019681,483,193,0.399585921,590,590,590,590,4,1,0
ENSAMXG00000019682,219,99,0.452054795,476,476,476,476,2,0,0
ENSAMXG00000019683,711,391,0.549929677,1505,1505,1505,1505,4,1,0
ENSAMXG00000019684,570,254,0.445614035,952,958,958,958,5,1,1
ENSAMXG00000019685,1482,804,0.542510121,3507,3507,3507,3507,11,1,0
ENSAMXG00000019686,969,523,0.539731682,2758,2758,2758,2758,6,1,1
ENSAMXG00000019687,2478,1287,0.51937046,6658,6658,6658,6658,23,1,1
ENSAMXG00000019688,1608,808,0.502487562,1858,1858,1858,1858,12,1,1
ENSAMXG00000019689,1263,586,0.463974664,1263,1263,1263,1263,15,1,0
ENSAMXG00000019690,2061,1026,0.497816594,2282,2282,2282,2282,15,1,1
ENSAMXG00000019691,3798,1799,0.473670353,3798,3798,3798,3798,21,0,0
ENSAMXG00000019692,411,224,0.545012165,4114,4114,4114,4114,3,1,0
ENSAMXG00000019693,1335,810,0.606741573,1935,1935,1935,1935,4,1,0
ENSAMXG00000019694,306,140,0.45751634,737,737,737,737,3,1,1
ENSAMXG00000019695,1143,651,0.569553806,3033,3033,3033,3033,8,1,0
ENSAMXG00000019696,1086,527,0.485267035,3735,3735,3735,3735,12,1,0
ENSAMXG00000019697,1149,561,0.488250653,1149,1149,1149,1149,5,1,1
ENSAMXG00000019698,879,489,0.556313993,879,879,879,879,8,1,0
ENSAMXG00000019699,7191,3339,0.464330413,11113,11113,11113,11113,10,1,1
ENSAMXG00000019700,1008,530,0.525793651,1101,1101,1101,1101,3,1,1
ENSAMXG00000019701,228,117,0.513157895,228,228,228,228,2,1,1
ENSAMXG00000019702,2064,955,0.462693798,2218,2218,2218,2218,17,1,0
ENSAMXG00000019703,789,461,0.584283904,965,965,965,965,4,1,1
ENSAMXG00000019704,597,320,0.5360134,598,598,598,598,4,0,0
ENSAMXG00000019705,2124,1225,0.576741996,2991,2991,2991,2991,8,1,1
ENSAMXG00000019706,1815,892,0.491460055,1943,1943,1943,1943,7,1,1
ENSAMXG00000019707,2697,1537,0.569892473,6025,6025,6025,6025,16,1,1
ENSAMXG00000019708,681,349,0.512481645,681,681,681,681,6,1,1
ENSAMXG00000019709,1182,627,0.530456853,4657,4657,4657,4657,10,1,0
ENSAMXG00000019710,963,630,0.654205607,964,964,964,964,2,1,0
ENSAMXG00000019711,1761,923,0.524134015,2301,2301,2301,2301,3,1,1
ENSAMXG00000019712,867,433,0.499423299,1346,1346,1346,1346,10,1,1
ENSAMXG00000019713,600,282,0.47,880,880,880,880,3,1,0
ENSAMXG00000019714,354,163,0.460451977,2099,2099,2099,2099,2,1,0
ENSAMXG00000019715,1158,584,0.504317789,1158,1158,1158,1158,11,1,0
ENSAMXG00000019716,1152,582,0.505208333,1226,1363,1363,1408,12,1,1
ENSAMXG00000019717,1017,539,0.529990167,1102,1102,1102,1102,7,1,1
ENSAMXG00000019718,3693,1596,0.432168968,4287,4287,4287,4287,21,1,0
ENSAMXG00000019719,672,300,0.446428571,2008,2008,2008,2008,6,1,1
ENSAMXG00000019720,1272,695,0.546383648,1488,1488,1488,1488,11,1,1
ENSAMXG00000019721,636,354,0.556603774,3563,3563,3563,3563,7,1,0
ENSAMXG00000019722,453,235,0.518763797,1698,1698,1698,1698,3,1,1
ENSAMXG00000019723,2193,1081,0.492932057,6066,6066,6066,6066,17,0,0
ENSAMXG00000019724,981,430,0.438328236,981,981,981,981,6,1,1
ENSAMXG00000019725,318,189,0.594339623,1562,1562,1562,1562,3,1,0
ENSAMXG00000019726,291,154,0.529209622,426,426,426,426,2,1,0
ENSAMXG00000019727,1764,953,0.540249433,2776,2776,2776,2776,10,1,0
ENSAMXG00000019728,1305,816,0.625287356,1305,1305,1305,1305,6,1,0
ENSAMXG00000019729,1008,566,0.561507937,1008,1008,1008,1008,8,1,0
ENSAMXG00000019730,1101,539,0.48955495,1101,1101,1101,1101,12,1,0
ENSAMXG00000019731,2142,1028,0.479925303,3971,3971,3971,3971,13,1,0
ENSAMXG00000019732,1056,535,0.506628788,1447,1452,1452,1452,7,1,1
ENSAMXG00000019733,1020,516,0.505882353,2008,2008,2008,2008,5,1,1
ENSAMXG00000019734,1143,604,0.528433946,3068,3068,3068,3068,3,1,1
ENSAMXG00000019735,900,501,0.556666667,1076,1076,1076,1076,4,0,1
ENSAMXG00000019736,477,232,0.486373166,1788,1788,1788,1788,3,0,1
ENSAMXG00000019737,618,322,0.521035599,1227,1227,1227,1227,2,0,1
ENSAMXG00000019738,459,180,0.392156863,3604,3604,3604,3604,2,1,1
ENSAMXG00000019739,1086,623,0.573664825,1679,1679,1679,1679,4,1,1
ENSAMXG00000019740,3144,1493,0.474872774,3242,3242,3242,3242,29,1,1
ENSAMXG00000019741,1911,982,0.513867085,4681,4681,4681,4681,8,1,1
ENSAMXG00000019742,855,470,0.549707602,2871,2871,2871,2871,5,1,1
ENSAMXG00000019743,384,206,0.536458333,643,643,643,643,4,1,1
ENSAMXG00000019744,1329,712,0.535741159,2123,2123,2123,2123,5,1,0
ENSAMXG00000019745,606,330,0.544554455,2045,2045,2045,2045,5,1,1
ENSAMXG00000019746,777,451,0.58043758,1523,1523,1523,1523,2,1,1
ENSAMXG00000019747,525,274,0.521904762,918,918,918,918,3,1,1
ENSAMXG00000019748,702,331,0.471509972,702,702,702,702,8,1,1
ENSAMXG00000019749,1008,452,0.448412698,1008,1008,1008,1008,5,0,1
ENSAMXG00000019750,447,238,0.532438479,1009,1009,1009,1009,4,0,0
ENSAMXG00000019751,2211,1039,0.469923112,2239,2239,2239,2239,27,0,0
ENSAMXG00000019752,3318,1855,0.55907173,5413,5413,5413,5413,16,1,1
ENSAMXG00000019753,837,494,0.590203106,837,837,837,837,3,0,0
ENSAMXG00000019754,3297,1804,0.547164089,5388,5388,5388,5388,3,1,1
ENSAMXG00000019755,1866,845,0.4528403,3637,3637,3637,3637,15,1,0
ENSAMXG00000019756,708,278,0.392655367,4427,4427,4427,4427,8,1,0
ENSAMXG00000019757,1296,761,0.587191358,1533,1533,1533,1533,3,0,0
ENSAMXG00000019758,3693,1966,0.532358516,6923,6923,6923,6923,16,1,0
ENSAMXG00000019759,1035,553,0.534299517,1538,1538,1538,1538,11,1,1
ENSAMXG00000019760,1083,597,0.551246537,1344,1344,1344,1344,5,1,1
ENSAMXG00000019761,2775,1379,0.496936937,2807,2807,2807,2807,26,1,0
ENSAMXG00000019762,3444,1775,0.515389082,3838,3838,3838,3838,25,1,1
ENSAMXG00000019763,1623,928,0.571780653,1623,1623,1623,1623,2,1,1
ENSAMXG00000019764,756,431,0.57010582,1327,1327,1327,1327,4,0,1
ENSAMXG00000019765,1443,825,0.571725572,1443,1443,1443,1443,6,1,1
ENSAMXG00000019766,4323,2351,0.5438353,6733,6733,6733,6733,8,1,0
ENSAMXG00000019767,237,124,0.523206751,772,772,772,772,4,1,1
ENSAMXG00000019768,630,286,0.453968254,5077,5077,5077,5077,11,1,0
ENSAMXG00000019769,1518,761,0.501317523,1600,1600,1600,1600,14,1,1
ENSAMXG00000019770,1140,637,0.55877193,1224,1224,1224,1224,11,1,0
ENSAMXG00000019771,1902,942,0.495268139,2034,2034,2034,2034,16,1,1
ENSAMXG00000019772,813,490,0.602706027,1615,1615,1615,1615,5,1,1
ENSAMXG00000019773,753,378,0.501992032,1823,1823,1823,1823,6,1,1
ENSAMXG00000019774,504,268,0.531746032,1121,1121,1121,1121,5,1,1
ENSAMXG00000019775,10605,5885,0.554926921,13726,13726,13726,13726,75,1,1
ENSAMXG00000019776,1272,631,0.496069182,1391,1391,1391,1391,7,1,0
ENSAMXG00000019777,549,253,0.460837887,5657,5657,5657,5657,6,1,1
ENSAMXG00000019778,834,435,0.521582734,3052,3052,3052,3052,8,1,1
ENSAMXG00000019779,726,409,0.563360882,1236,1236,1236,1236,5,1,0
ENSAMXG00000019780,648,311,0.479938272,2369,2369,2369,2369,7,1,0
ENSAMXG00000019781,4260,2249,0.527934272,7350,7350,7350,7350,9,1,0
ENSAMXG00000019782,402,200,0.497512438,2906,2906,2906,2906,4,1,1
ENSAMXG00000019783,1959,1059,0.54058193,2320,2320,2320,2320,16,1,0
ENSAMXG00000019784,477,239,0.501048218,1596,1596,1596,1596,5,1,1
ENSAMXG00000019785,1323,668,0.504913076,1323,1323,1323,1323,2,1,0
ENSAMXG00000019786,1035,638,0.616425121,5029,5029,5029,5029,5,1,1
ENSAMXG00000019787,1575,842,0.534603175,1575,1575,1575,1575,3,1,0
ENSAMXG00000019788,846,493,0.582742317,2846,2846,2846,2846,3,1,0
ENSAMXG00000019789,2349,1133,0.482332908,3651,3651,3651,3651,26,1,0
ENSAMXG00000019790,768,461,0.600260417,1262,1262,1262,1262,3,1,0
ENSAMXG00000019791,1161,561,0.483204134,1161,1161,1161,1161,14,0,1
ENSAMXG00000019792,903,429,0.475083056,915,915,915,915,9,1,0
ENSAMXG00000019793,1896,842,0.444092827,2279,2279,2279,2279,26,1,1
ENSAMXG00000019794,3297,1742,0.528359114,3635,3635,3635,3635,19,1,0
ENSAMXG00000019795,228,120,0.526315789,228,228,228,228,3,1,0
ENSAMXG00000019796,1668,986,0.591127098,3014,3014,3014,3014,7,1,0
ENSAMXG00000019797,2541,1425,0.560802834,4627,4627,4627,4627,10,0,0
ENSAMXG00000019798,261,158,0.605363985,4074,4074,4074,4074,2,1,1
ENSAMXG00000019799,288,153,0.53125,672,672,672,672,3,1,1
ENSAMXG00000019800,2214,1281,0.578590786,4347,4347,4347,4347,9,1,1
ENSAMXG00000019801,894,460,0.514541387,1956,1956,1956,1956,6,1,1
ENSAMXG00000019802,972,512,0.526748971,1218,1218,1218,1218,5,1,0
ENSAMXG00000019803,867,575,0.663206459,1392,1392,1392,1392,3,1,1
ENSAMXG00000019804,486,234,0.481481481,486,486,486,486,2,0,0
ENSAMXG00000019805,3282,1681,0.51218769,3282,3282,3282,3282,41,1,0
ENSAMXG00000019806,654,360,0.550458716,767,767,767,767,2,1,1
ENSAMXG00000019807,2997,1625,0.542208876,3237,3237,3237,3237,24,1,0
ENSAMXG00000019808,1443,751,0.52044352,1722,1722,1722,1722,5,0,0
ENSAMXG00000019809,864,452,0.523148148,2673,2673,2673,2673,7,1,1
ENSAMXG00000019810,783,350,0.446998723,948,948,948,948,6,1,1
ENSAMXG00000019811,612,283,0.462418301,4278,4278,4278,4278,8,1,1
ENSAMXG00000019812,1248,681,0.545673077,1248,1248,1248,1248,9,1,0
ENSAMXG00000019813,2472,1500,0.606796117,3641,3641,3641,3641,4,1,1
ENSAMXG00000019814,1905,889,0.466666667,1905,1905,1905,1905,17,1,1
ENSAMXG00000019815,762,385,0.505249344,1206,1206,1206,1206,11,1,1
ENSAMXG00000019816,870,460,0.528735632,3516,3516,3516,3516,8,1,1
ENSAMXG00000019817,966,497,0.514492754,2119,2119,2119,2119,9,1,1
ENSAMXG00000019818,2529,1138,0.449980229,2529,2529,2529,2529,2,1,0
ENSAMXG00000019819,1140,612,0.536842105,1140,1140,1140,1140,8,1,1
ENSAMXG00000019820,594,258,0.434343434,594,594,594,594,5,1,1
ENSAMXG00000019821,387,184,0.475452196,1854,1854,1854,1854,4,1,1
ENSAMXG00000019822,597,330,0.552763819,1651,1651,1651,1651,5,1,1
ENSAMXG00000019823,474,252,0.53164557,620,620,620,620,3,1,1
ENSAMXG00000019824,960,487,0.507291667,2123,2123,2123,2123,6,1,1
ENSAMXG00000019825,630,306,0.485714286,3390,3390,3390,3390,6,1,0
ENSAMXG00000019826,420,266,0.633333333,2752,2752,2752,2752,2,1,0
ENSAMXG00000019827,837,437,0.522102748,837,837,837,837,10,0,0
ENSAMXG00000019828,525,351,0.668571429,656,656,656,656,2,1,1
ENSAMXG00000019829,270,139,0.514814815,1090,1090,1090,1090,2,0,0
ENSAMXG00000019830,999,609,0.60960961,3071,3071,3071,3071,3,1,0
ENSAMXG00000019831,1200,635,0.529166667,1200,1200,1200,1200,11,1,1
ENSAMXG00000019832,597,298,0.499162479,597,597,597,597,4,1,0
ENSAMXG00000019833,2580,1239,0.480232558,2580,2580,2580,2580,17,0,0
ENSAMXG00000019834,1608,819,0.509328358,1608,1608,1608,1608,10,1,1
ENSAMXG00000019835,468,235,0.502136752,468,468,468,468,2,1,0
ENSAMXG00000019836,4944,2484,0.502427184,5145,5145,5145,5145,29,1,1
ENSAMXG00000019837,1518,870,0.57312253,3767,3767,3767,3767,5,1,0
ENSAMXG00000019838,4158,2315,0.556758057,6785,6785,6785,6785,15,1,1
ENSAMXG00000019839,612,350,0.571895425,3305,3305,3305,3305,6,1,1
ENSAMXG00000019840,1071,633,0.591036415,5097,5097,5097,5097,4,1,0
ENSAMXG00000019841,5433,2125,0.39112829,6869,6869,6869,6869,8,1,1
ENSAMXG00000019842,183,99,0.540983607,255,255,255,255,2,0,0
ENSAMXG00000019843,1044,625,0.598659004,1439,1439,1439,1439,4,1,0
ENSAMXG00000019844,4242,2209,0.520744932,4554,4554,4554,4554,29,1,1
ENSAMXG00000019845,543,287,0.52854512,855,855,855,855,5,1,1
ENSAMXG00000019846,1158,504,0.435233161,2296,2296,2296,2296,3,1,1
ENSAMXG00000019847,3864,1899,0.491459627,3864,3864,3864,3864,21,1,1
ENSAMXG00000019848,3213,1713,0.533146592,3213,3213,3213,3213,21,1,0
ENSAMXG00000019849,1146,605,0.527923211,1980,1980,1980,1980,3,1,1
ENSAMXG00000019850,663,388,0.585218703,1219,1219,1219,1219,6,1,0
ENSAMXG00000019851,1833,992,0.541189307,2727,2727,2727,2727,14,1,1
ENSAMXG00000019852,552,292,0.528985507,1294,1294,1294,1294,4,1,1
ENSAMXG00000019853,3651,1985,0.543686661,5779,5779,5779,5779,30,1,1
ENSAMXG00000019854,1413,771,0.545647558,1574,1574,1574,1574,10,1,1
ENSAMXG00000019855,6669,3560,0.533813165,6669,6669,6669,6669,50,1,1
ENSAMXG00000019856,786,399,0.507633588,786,786,786,786,7,1,1
ENSAMXG00000019857,3126,1339,0.42834293,4705,4705,4705,4705,8,1,1
ENSAMXG00000019858,663,376,0.567119155,1294,1294,1294,1294,4,1,0
ENSAMXG00000019859,912,491,0.538377193,1099,1099,1099,1099,6,1,1
ENSAMXG00000019860,180,90,0.5,841,841,841,841,2,1,1
ENSAMXG00000019861,375,236,0.629333333,834,834,834,834,4,0,0
ENSAMXG00000019862,3414,1560,0.456942004,3433,3433,3433,3433,12,1,1
ENSAMXG00000019863,2265,1228,0.542163355,2369,2369,2369,2369,6,1,1
ENSAMXG00000019864,1104,519,0.470108696,2295,2311,2311,2311,15,1,1
ENSAMXG00000019865,186,79,0.424731183,398,398,398,398,2,1,1
ENSAMXG00000019866,1305,584,0.447509579,5535,5535,5535,5535,14,1,1
ENSAMXG00000019867,867,448,0.516724337,1104,1104,1104,1104,8,1,1
ENSAMXG00000019868,2967,1298,0.437478935,2967,2967,2967,2967,9,0,0
ENSAMXG00000019869,4071,2136,0.524686809,4546,4546,4546,4546,14,1,0
ENSAMXG00000019870,2487,1197,0.481302774,4351,4351,4351,4351,23,1,1
ENSAMXG00000019871,804,389,0.483830846,1079,1079,1079,1079,6,1,0
ENSAMXG00000019872,642,338,0.526479751,913,913,913,913,3,1,1
ENSAMXG00000019873,882,498,0.56462585,4742,4742,4742,4742,7,1,1
ENSAMXG00000019874,861,434,0.504065041,2672,2672,2672,2672,11,1,1
ENSAMXG00000019875,660,325,0.492424242,660,660,660,660,2,0,0
ENSAMXG00000019876,1746,834,0.47766323,1746,1746,1746,1746,22,1,1
ENSAMXG00000019877,315,166,0.526984127,1258,1258,1258,1258,4,1,0
ENSAMXG00000019878,1206,752,0.623548922,1229,1229,1229,1229,5,1,1
ENSAMXG00000019879,2337,1182,0.505776637,2613,2613,2613,2613,15,1,1
ENSAMXG00000019880,315,146,0.463492063,451,451,451,451,2,1,0
ENSAMXG00000019881,2610,1355,0.519157088,3476,3476,3476,3476,6,1,0
ENSAMXG00000019882,1434,653,0.455369596,2154,2154,2154,2154,12,1,0
ENSAMXG00000019883,576,283,0.491319444,2519,2519,2519,2519,3,1,0
ENSAMXG00000019884,339,192,0.566371681,5030,5030,5030,5030,5,0,0
ENSAMXG00000019885,2571,1462,0.568650331,2601,2601,2601,2601,21,1,1
ENSAMXG00000019886,7098,4136,0.582699352,7098,7098,7098,7098,46,0,0
ENSAMXG00000019887,684,446,0.652046784,2207,2207,2207,2207,2,1,0
ENSAMXG00000019888,957,564,0.589341693,1970,1970,1970,1970,6,1,1
ENSAMXG00000019889,516,305,0.591085271,516,516,516,516,2,1,0
ENSAMXG00000019890,384,212,0.552083333,560,560,560,560,2,0,0
ENSAMXG00000019891,555,319,0.574774775,1372,1372,1372,1372,4,1,0
ENSAMXG00000019892,1779,803,0.451377178,1779,1779,1779,1779,4,1,0
ENSAMXG00000019893,246,121,0.491869919,628,628,628,628,3,1,0
ENSAMXG00000019894,522,242,0.463601533,1093,1093,1093,1093,4,1,1
ENSAMXG00000019895,486,235,0.483539095,1560,1560,1560,1560,3,1,1
ENSAMXG00000019896,393,206,0.524173028,2262,2262,2262,2262,4,1,1
ENSAMXG00000019897,3603,1745,0.484318623,4428,4428,4428,4428,30,1,1
ENSAMXG00000019898,1791,1036,0.578447795,4378,4378,4378,4378,8,1,1
ENSAMXG00000019899,291,127,0.436426117,820,820,820,820,3,0,1
ENSAMXG00000019900,558,282,0.505376344,985,985,985,985,4,1,0
ENSAMXG00000019901,3534,1712,0.484436899,3534,3534,3534,3534,23,0,0
ENSAMXG00000019902,348,187,0.537356322,941,941,941,941,2,1,0
ENSAMXG00000019903,270,136,0.503703704,1222,1222,1222,1222,3,1,0
ENSAMXG00000019904,1251,740,0.591526779,3660,3660,3660,3660,3,1,0
ENSAMXG00000019905,348,195,0.560344828,2118,2118,2118,2118,4,1,0
ENSAMXG00000019906,3966,2083,0.525214322,3966,3966,3966,3966,29,1,0
ENSAMXG00000019907,2310,1215,0.525974026,2808,2808,2808,2808,6,1,1
ENSAMXG00000019908,210,102,0.485714286,2717,2717,2717,2717,2,1,0
ENSAMXG00000019909,4317,2342,0.54250637,6727,6727,6727,6727,20,1,1
ENSAMXG00000019910,1566,802,0.512132822,6453,6453,6453,6453,10,1,1
ENSAMXG00000019911,1494,693,0.463855422,1494,1494,1494,1494,17,1,0
ENSAMXG00000019912,2880,1461,0.507291667,3527,3527,3527,3527,22,0,0
ENSAMXG00000019913,957,501,0.523510972,3502,3502,3502,3502,10,0,0
ENSAMXG00000019914,1641,747,0.455210238,1641,1641,1641,1641,18,1,1
ENSAMXG00000019915,1746,1025,0.587056128,3941,3941,3941,3941,3,1,1
ENSAMXG00000019916,1884,955,0.506900212,5049,5049,5049,5049,14,1,1
ENSAMXG00000019917,465,253,0.544086022,1205,1205,1205,1205,4,1,1
ENSAMXG00000019918,732,399,0.545081967,2542,2542,2542,2542,6,1,1
ENSAMXG00000019919,4803,2576,0.53633146,4803,4803,4803,4803,19,1,0
ENSAMXG00000019920,3522,1763,0.500567859,5256,5256,5256,5256,22,1,0
ENSAMXG00000019921,2535,1107,0.436686391,2535,2535,2535,2535,6,1,1
ENSAMXG00000019922,1119,660,0.589812332,3390,3390,3390,3390,4,1,1
ENSAMXG00000019923,1539,838,0.544509422,1539,1539,1539,1539,2,1,1
ENSAMXG00000019924,429,204,0.475524476,1313,1313,1313,1313,2,1,1
ENSAMXG00000019925,522,246,0.471264368,3142,3142,3142,3142,5,1,1
ENSAMXG00000019926,381,212,0.556430446,1792,1792,1792,1792,4,1,0
ENSAMXG00000019927,2940,1272,0.432653061,2940,2940,2940,2940,9,0,0
ENSAMXG00000019928,1800,880,0.488888889,2246,2246,2246,2246,13,1,1
ENSAMXG00000019929,1593,814,0.510985562,3799,3799,3799,3799,16,1,0
ENSAMXG00000019930,3981,2062,0.517960311,3981,3981,3981,3981,38,1,0
ENSAMXG00000019931,360,194,0.538888889,943,943,943,943,3,1,0
ENSAMXG00000019932,753,377,0.500664011,1446,1446,1446,1446,2,1,0
ENSAMXG00000019933,2508,1104,0.440191388,4038,4038,4038,4038,7,1,1
ENSAMXG00000019934,1485,702,0.472727273,1485,1485,1485,1485,2,1,1
ENSAMXG00000019935,1143,557,0.487314086,1376,1376,1376,1376,12,1,1
