gene_id,mean,median,longest_isoform,merged
ENSAMXG00000024933,834,834,834,834
ENSAMXG00000024934,3102,3102,3102,3102
ENSAMXG00000024935,987,987,987,987
ENSAMXG00000024936,1119,1119,1119,1119
ENSAMXG00000024937,1002,1002,1002,1002
ENSAMXG00000024938,1047,1047,1047,1047
ENSAMXG00000024939,1872,1872,1872,1872
ENSAMXG00000024940,1275,1275,1275,1275
ENSAMXG00000024941,801,801,801,801
ENSAMXG00000024942,759,759,759,759
ENSAMXG00000024943,879,879,879,879
ENSAMXG00000024944,669,669,669,669
ENSAMXG00000024945,1370,1370,1370,1370
ENSAMXG00000024946,1746,1746,1746,1746
ENSAMXG00000024947,1383,1383,1383,1383
ENSAMXG00000024948,330,330,330,330
ENSAMXG00000024949,909,909,909,909
ENSAMXG00000024950,252,252,252,252
ENSAMXG00000024951,906,906,906,906
ENSAMXG00000024952,459,459,459,459
ENSAMXG00000024953,618,618,618,618
ENSAMXG00000024954,1110,1110,1110,1110
ENSAMXG00000024955,1056,1056,1056,1056
ENSAMXG00000024956,1065,1065,1065,1065
ENSAMXG00000024957,627,627,627,627
ENSAMXG00000024958,927,927,927,927
ENSAMXG00000024959,1443,1443,1443,1443
ENSAMXG00000024960,1338,1338,1338,1338
ENSAMXG00000024961,1164,1164,1164,1164
ENSAMXG00000024962,933,933,933,933
ENSAMXG00000024963,1158,1158,1158,1158
ENSAMXG00000024964,3279,3279,3279,3279
ENSAMXG00000024965,1173,1173,1173,1173
ENSAMXG00000024966,1581,1581,1581,1581
ENSAMXG00000024967,939,939,939,939
ENSAMXG00000024968,1932,1932,1932,1932
ENSAMXG00000024969,663,663,663,663
ENSAMXG00000024970,852,852,852,852
ENSAMXG00000024971,1492,1492,1492,1492
ENSAMXG00000024972,867,867,867,867
ENSAMXG00000024973,342,342,342,342
ENSAMXG00000024974,1587,1587,1587,1587
ENSAMXG00000024975,2607,2607,2607,2607
ENSAMXG00000024976,804,804,804,804
ENSAMXG00000024977,1008,1008,1008,1008
ENSAMXG00000024978,1170,1170,1170,1170
ENSAMXG00000024979,6575,6575,6575,6575
ENSAMXG00000024980,1011,1011,1011,1011
ENSAMXG00000024981,1305,1305,1305,1305
ENSAMXG00000024982,1116,1116,1116,1116
ENSAMXG00000024983,3108,3108,3108,3108
ENSAMXG00000024984,1947,1947,1947,1947
ENSAMXG00000024985,1203,1203,1203,1203
ENSAMXG00000024986,1170,1170,1170,1170
ENSAMXG00000024987,933,933,933,933
ENSAMXG00000024988,144,144,144,144
ENSAMXG00000024989,2631,2631,2631,2631
ENSAMXG00000024990,201,201,201,201
ENSAMXG00000024991,1062,1062,1062,1062
ENSAMXG00000024992,1047,1047,1047,1047
ENSAMXG00000024993,531,531,531,531
ENSAMXG00000024994,456,456,456,456
ENSAMXG00000024995,5244,5244,5244,5244
ENSAMXG00000024996,1423,1423,1423,1423
ENSAMXG00000024997,1026,1026,1026,1026
ENSAMXG00000024998,1050,1050,1050,1050
ENSAMXG00000024999,1206,1206,1206,1206
ENSAMXG00000025000,942,942,942,942
ENSAMXG00000025001,477,477,477,477
ENSAMXG00000025002,1254,1254,1254,1254
ENSAMXG00000025003,408,408,408,408
ENSAMXG00000025004,1113,1113,1113,1113
ENSAMXG00000025005,1149,1149,1149,1149
ENSAMXG00000025006,1110,1110,1110,1110
ENSAMXG00000025007,885,885,885,885
ENSAMXG00000025008,414,414,414,414
ENSAMXG00000025009,1014,1014,1014,1014
ENSAMXG00000025010,693,693,693,693
ENSAMXG00000025011,1266,1266,1266,1266
ENSAMXG00000025012,618,618,618,618
ENSAMXG00000025013,462,462,462,462
ENSAMXG00000025014,648,648,648,648
ENSAMXG00000025015,672,672,672,672
ENSAMXG00000025016,495,495,495,495
ENSAMXG00000025017,870,870,870,870
ENSAMXG00000025018,936,936,936,936
ENSAMXG00000025019,1500,1500,1500,1500
ENSAMXG00000025020,939,939,939,939
ENSAMXG00000025021,2012,2012,2012,2012
ENSAMXG00000025022,642,642,642,642
ENSAMXG00000025023,882,882,882,882
ENSAMXG00000025024,825,825,825,825
ENSAMXG00000025025,684,684,684,684
ENSAMXG00000025026,684,684,684,684
ENSAMXG00000025027,1351,1351,1351,1351
ENSAMXG00000025028,1182,1182,1182,1182
ENSAMXG00000025029,1191,1191,1191,1191
ENSAMXG00000025030,1107,1107,1107,1107
ENSAMXG00000025031,1089,1089,1089,1089
ENSAMXG00000025032,891,891,891,891
ENSAMXG00000025033,633,633,633,633
ENSAMXG00000025034,1095,1095,1095,1095
ENSAMXG00000025035,633,633,633,633
ENSAMXG00000025036,966,966,966,966
ENSAMXG00000025037,396,396,396,396
ENSAMXG00000025038,312,312,312,312
ENSAMXG00000025039,636,636,636,636
ENSAMXG00000025040,1602,1602,1602,1602
ENSAMXG00000025041,1026,1026,1026,1026
ENSAMXG00000025042,1074,1074,1074,1074
ENSAMXG00000025043,1025,1025,1025,1025
ENSAMXG00000025044,3955,3955,3955,3955
ENSAMXG00000025045,1050,1050,1050,1050
ENSAMXG00000025047,783,783,783,783
ENSAMXG00000025048,675,675,675,675
ENSAMXG00000025049,1194,1194,1194,1194
ENSAMXG00000025050,1833,1833,1833,1833
ENSAMXG00000025051,939,939,939,939
ENSAMXG00000025052,939,939,939,939
ENSAMXG00000025053,927,927,927,927
ENSAMXG00000025054,915,915,915,915
ENSAMXG00000025055,939,939,939,939
ENSAMXG00000025056,939,939,939,939
ENSAMXG00000025057,2895,2895,2895,2895
ENSAMXG00000025058,954,954,954,954
ENSAMXG00000025059,927,927,927,927
ENSAMXG00000025060,915,915,915,915
ENSAMXG00000025061,5307,5307,5307,5307
ENSAMXG00000025062,1169,1169,1169,1169
ENSAMXG00000025063,870,870,870,870
ENSAMXG00000025064,1389,1389,1389,1389
ENSAMXG00000025065,1434,1434,1434,1434
ENSAMXG00000025066,858,858,858,858
ENSAMXG00000025067,1272,1272,1272,1272
ENSAMXG00000025068,1107,1107,1107,1107
ENSAMXG00000025069,588,588,588,588
ENSAMXG00000025074,756,756,756,756
ENSAMXG00000025075,747,747,747,747
ENSAMXG00000025076,711,711,711,711
ENSAMXG00000025077,1146,1146,1146,1146
ENSAMXG00000025078,813,813,813,813
ENSAMXG00000025079,1494,1494,1494,1494
ENSAMXG00000025080,954,954,954,954
ENSAMXG00000025081,1464,1464,1464,1464
ENSAMXG00000025082,486,486,486,486
ENSAMXG00000025083,1693,1693,1693,1693
ENSAMXG00000025084,735,735,735,735
ENSAMXG00000025085,864,864,864,864
ENSAMXG00000025086,2682,2682,2682,2682
ENSAMXG00000025087,1521,1521,1521,1521
ENSAMXG00000025088,732,732,732,732
ENSAMXG00000025089,699,699,699,699
ENSAMXG00000025090,396,396,396,396
ENSAMXG00000025091,396,396,396,396
ENSAMXG00000025092,3546,3546,3546,3546
ENSAMXG00000025093,900,900,900,900
ENSAMXG00000025094,846,846,846,846
ENSAMXG00000025095,489,489,489,489
ENSAMXG00000025096,1443,1443,1443,1443
ENSAMXG00000025097,1379,1379,1379,1379
ENSAMXG00000025098,1824,1824,1824,1824
ENSAMXG00000025099,1143,1143,1143,1143
ENSAMXG00000025100,315,315,315,315
ENSAMXG00000025101,189,189,189,189
ENSAMXG00000025102,846,846,846,846
ENSAMXG00000025103,669,669,669,669
ENSAMXG00000025104,1705,1705,1705,1705
ENSAMXG00000025105,1225,1225,1225,1225
ENSAMXG00000025106,1080,1080,1080,1080
ENSAMXG00000025107,1311,1311,1311,1311
ENSAMXG00000025108,327,327,327,327
ENSAMXG00000025109,606,606,606,606
ENSAMXG00000025110,1068,1068,1068,1068
ENSAMXG00000025111,1068,1068,1068,1068
ENSAMXG00000025112,1013,1013,1013,1013
ENSAMXG00000025113,1569,1569,1569,1569
ENSAMXG00000025114,1179,1179,1179,1179
ENSAMXG00000025115,624,624,624,624
ENSAMXG00000025116,1020,1020,1020,1020
ENSAMXG00000025117,2142,2142,2142,2142
ENSAMXG00000025118,660,660,660,660
ENSAMXG00000025119,396,396,396,396
ENSAMXG00000025120,591,591,591,591
ENSAMXG00000025121,858,858,858,858
ENSAMXG00000025122,1596,1596,1596,1596
ENSAMXG00000025123,1632,1632,1632,1632
ENSAMXG00000025124,1011,1011,1011,1011
ENSAMXG00000025125,1002,1002,1002,1002
ENSAMXG00000025133,1170,1170,1170,1170
ENSAMXG00000025134,828,828,828,828
ENSAMXG00000025135,2379,2379,2379,2379
ENSAMXG00000025136,2973,2973,2973,2973
ENSAMXG00000025137,834,834,834,834
ENSAMXG00000025138,3789,3789,3789,3789
ENSAMXG00000025139,174,174,174,174
ENSAMXG00000025140,2247,2247,2247,2247
ENSAMXG00000025141,1005,1005,1005,1005
ENSAMXG00000025142,1185,1185,1185,1185
ENSAMXG00000025143,1572,1572,1572,1572
ENSAMXG00000025144,171,171,171,171
ENSAMXG00000025145,723,723,723,723
ENSAMXG00000025146,825,825,825,825
ENSAMXG00000025147,1251,1251,1251,1251
ENSAMXG00000025148,882,882,882,882
ENSAMXG00000025149,777,777,777,777
ENSAMXG00000025150,849,849,849,849
ENSAMXG00000025151,669,669,669,669
ENSAMXG00000025152,510,510,510,510
ENSAMXG00000025153,1134,1134,1134,1134
ENSAMXG00000025154,900,900,900,900
ENSAMXG00000025155,873,873,873,873
ENSAMXG00000025156,2841,2841,2841,2841
ENSAMXG00000025157,1485,1485,1485,1485
ENSAMXG00000025158,210,210,210,210
ENSAMXG00000025159,1095,1095,1095,1095
ENSAMXG00000025160,585,585,585,585
ENSAMXG00000025161,1114,1114,1114,1114
ENSAMXG00000025162,1014,1014,1014,1014
ENSAMXG00000025163,1131,1131,1131,1131
ENSAMXG00000025164,1164,1164,1164,1164
ENSAMXG00000025165,1065,1065,1065,1065
ENSAMXG00000025166,906,906,906,906
ENSAMXG00000025167,876,876,876,876
ENSAMXG00000025168,867,867,867,867
ENSAMXG00000025169,1146,1146,1146,1146
ENSAMXG00000025170,882,882,882,882
ENSAMXG00000025171,837,837,837,837
ENSAMXG00000025172,1320,1320,1320,1320
ENSAMXG00000025173,999,999,999,999
ENSAMXG00000025174,2817,2817,2817,2817
ENSAMXG00000025175,750,750,750,750
ENSAMXG00000025176,1158,1158,1158,1158
ENSAMXG00000025177,366,366,366,366
ENSAMXG00000025178,627,627,627,627
ENSAMXG00000025179,621,621,621,621
ENSAMXG00000025180,1005,1005,1005,1005
ENSAMXG00000025181,2184,2184,2184,2184
ENSAMXG00000025182,1613,1613,1613,1613
ENSAMXG00000025183,954,954,954,954
ENSAMXG00000025184,1140,1140,1140,1140
ENSAMXG00000025185,1572,1572,1572,1572
ENSAMXG00000025186,1755,1755,1755,1755
ENSAMXG00000025187,660,660,660,660
ENSAMXG00000025188,1014,1014,1014,1014
ENSAMXG00000025189,369,369,369,369
ENSAMXG00000025190,1093,1093,1093,1093
ENSAMXG00000025191,1496,1496,1496,1496
ENSAMXG00000025192,459,459,459,459
ENSAMXG00000025193,693,693,693,693
ENSAMXG00000025194,645,645,645,645
ENSAMXG00000025195,1065,1065,1065,1065
ENSAMXG00000025196,909,909,909,909
ENSAMXG00000025197,1338,1338,1338,1338
ENSAMXG00000025198,1596,1596,1596,1596
ENSAMXG00000025199,918,918,918,918
ENSAMXG00000025200,1026,1026,1026,1026
ENSAMXG00000025201,1642,1642,1642,1642
ENSAMXG00000025202,603,603,603,603
ENSAMXG00000025203,1071,1071,1071,1071
ENSAMXG00000025204,318,318,318,318
ENSAMXG00000025205,1947,1947,1947,1947
ENSAMXG00000025206,705,705,705,705
ENSAMXG00000025207,1448,1448,1448,1448
ENSAMXG00000025208,999,999,999,999
ENSAMXG00000025209,1374,1374,1374,1374
ENSAMXG00000025210,675,675,675,675
ENSAMXG00000025211,1428,1428,1428,1428
ENSAMXG00000025212,705,705,705,705
ENSAMXG00000025213,339,339,339,339
ENSAMXG00000025264,426,426,426,426
ENSAMXG00000025265,771,771,771,771
ENSAMXG00000025266,1314,1314,1314,1314
ENSAMXG00000025267,747,747,747,747
ENSAMXG00000025268,168,168,168,168
ENSAMXG00000025269,576,576,576,576
ENSAMXG00000025270,111,111,111,111
ENSAMXG00000025271,1662,1662,1662,1662
ENSAMXG00000025272,468,468,468,468
ENSAMXG00000025273,894,894,894,894
ENSAMXG00000025274,1878,1878,1878,1878
ENSAMXG00000025275,1215,1215,1215,1215
ENSAMXG00000025276,807,807,807,807
ENSAMXG00000025277,1872,1872,1872,1872
ENSAMXG00000025278,1116,1116,1116,1116
ENSAMXG00000025279,897,897,897,897
ENSAMXG00000025280,1077,1077,1077,1077
ENSAMXG00000025281,612,612,612,612
ENSAMXG00000025282,1092,1092,1092,1092
ENSAMXG00000025283,1002,1002,1002,1002
ENSAMXG00000025284,1137,1137,1137,1137
ENSAMXG00000025285,336,336,336,336
ENSAMXG00000025286,282,282,282,282
ENSAMXG00000025287,4224,4224,4224,4224
ENSAMXG00000025288,1020,1020,1020,1020
ENSAMXG00000025289,1635,1635,1635,1635
ENSAMXG00000025290,525,525,525,525
ENSAMXG00000025291,1347,1347,1347,1347
ENSAMXG00000025292,399,399,399,399
ENSAMXG00000025293,849,849,849,849
ENSAMXG00000025294,1272,1272,1272,1272
ENSAMXG00000025295,5808,5808,5808,5808
ENSAMXG00000025296,1089,1089,1089,1089
ENSAMXG00000025297,2124,2124,2124,2124
ENSAMXG00000025298,1134,1134,1134,1134
ENSAMXG00000025299,780,780,780,780
ENSAMXG00000025300,1155,1155,1155,1155
ENSAMXG00000025301,366,366,366,366
ENSAMXG00000025302,1632,1632,1632,1632
ENSAMXG00000025303,1443,1443,1443,1443
ENSAMXG00000025304,1080,1080,1080,1080
ENSAMXG00000025305,1080,1080,1080,1080
ENSAMXG00000025306,1209,1209,1209,1209
ENSAMXG00000025307,1209,1209,1209,1209
ENSAMXG00000025308,1359,1359,1359,1359
ENSAMXG00000025309,1905,1905,1905,1905
ENSAMXG00000025310,1104,1104,1104,1104
ENSAMXG00000025311,987,987,987,987
ENSAMXG00000025312,384,384,384,384
ENSAMXG00000025313,1461,1461,1461,1461
ENSAMXG00000025364,861,861,861,861
ENSAMXG00000025365,3393,3393,3393,3393
ENSAMXG00000025366,1047,1047,1047,1047
ENSAMXG00000025367,936,936,936,936
ENSAMXG00000025368,972,972,972,972
ENSAMXG00000025369,1110,1110,1110,1110
ENSAMXG00000025370,1026,1026,1026,1026
ENSAMXG00000025371,1935,1935,1935,1935
ENSAMXG00000025372,954,954,954,954
ENSAMXG00000025373,744,744,744,744
ENSAMXG00000025374,1761,1761,1761,1761
ENSAMXG00000025375,1083,1083,1083,1083
ENSAMXG00000025376,630,630,630,630
ENSAMXG00000025377,1869,1869,1869,1869
ENSAMXG00000025378,1085,1085,1085,1085
ENSAMXG00000025379,1104,1104,1104,1104
ENSAMXG00000025380,1020,1020,1020,1020
ENSAMXG00000025381,1461,1461,1461,1461
ENSAMXG00000025382,885,885,885,885
ENSAMXG00000025383,546,546,546,546
ENSAMXG00000025384,4158,4158,4158,4158
ENSAMXG00000025385,951,951,951,951
ENSAMXG00000025386,1347,1347,1347,1347
ENSAMXG00000025387,807,807,807,807
ENSAMXG00000025388,1584,1584,1584,1584
ENSAMXG00000025389,714,714,714,714
ENSAMXG00000025390,168,168,168,168
ENSAMXG00000025391,1581,1581,1581,1581
ENSAMXG00000025392,1369,1369,1369,1369
ENSAMXG00000025393,1485,1485,1485,1485
ENSAMXG00000025394,1317,1317,1317,1317
ENSAMXG00000025395,1358,1358,1358,1358
ENSAMXG00000025396,1134,1134,1134,1134
ENSAMXG00000025397,1275,1275,1275,1275
ENSAMXG00000025398,1347,1347,1347,1347
ENSAMXG00000025399,1275,1275,1275,1275
ENSAMXG00000025400,843,843,843,843
ENSAMXG00000025406,660,660,660,660
ENSAMXG00000025407,1037,1037,1037,1037
ENSAMXG00000025408,1599,1599,1599,1599
ENSAMXG00000025409,2367,2367,2367,2367
ENSAMXG00000025410,762,762,762,762
ENSAMXG00000025411,477,477,477,477
ENSAMXG00000025412,963,963,963,963
ENSAMXG00000025413,1107,1107,1107,1107
ENSAMXG00000025414,1962,1962,1962,1962
ENSAMXG00000025415,987,987,987,987
ENSAMXG00000025416,1821,1821,1821,1821
ENSAMXG00000025417,579,579,579,579
ENSAMXG00000025418,1164,1164,1164,1164
ENSAMXG00000025419,1197,1197,1197,1197
ENSAMXG00000025420,948,948,948,948
ENSAMXG00000025421,801,801,801,801
ENSAMXG00000025422,1080,1080,1080,1080
ENSAMXG00000025423,603,603,603,603
ENSAMXG00000025424,777,777,777,777
ENSAMXG00000025425,750,750,750,750
ENSAMXG00000025426,1110,1110,1110,1110
ENSAMXG00000025427,360,360,360,360
ENSAMXG00000025428,321,321,321,321
ENSAMXG00000025429,312,312,312,312
ENSAMXG00000025430,1387,1387,1387,1387
ENSAMXG00000025431,933,933,933,933
ENSAMXG00000025432,933,933,933,933
ENSAMXG00000025433,924,924,924,924
ENSAMXG00000025434,939,939,939,939
ENSAMXG00000025435,1002,1002,1002,1002
ENSAMXG00000025436,414,414,414,414
ENSAMXG00000025437,1851,1851,1851,1851
ENSAMXG00000025438,771,771,771,771
ENSAMXG00000025439,1215,1215,1215,1215
ENSAMXG00000025440,675,675,675,675
ENSAMXG00000025441,1293,1293,1293,1293
ENSAMXG00000025442,747,747,747,747
ENSAMXG00000025443,1782,1782,1782,1782
ENSAMXG00000025444,1251,1251,1251,1251
ENSAMXG00000025445,1563,1563,1563,1563
ENSAMXG00000025446,1014,1014,1014,1014
ENSAMXG00000025447,1077,1077,1077,1077
ENSAMXG00000025448,996,996,996,996
ENSAMXG00000025449,951,951,951,951
ENSAMXG00000025450,963,963,963,963
ENSAMXG00000025451,1443,1443,1443,1443
ENSAMXG00000025452,1116,1116,1116,1116
ENSAMXG00000025453,1608,1608,1608,1608
ENSAMXG00000025454,1284,1284,1284,1284
ENSAMXG00000025455,1419,1419,1419,1419
ENSAMXG00000025456,402,402,402,402
ENSAMXG00000025457,411,411,411,411
ENSAMXG00000025458,369,369,369,369
ENSAMXG00000025459,366,366,366,366
ENSAMXG00000025460,795,795,795,795
ENSAMXG00000025461,867,867,867,867
ENSAMXG00000025462,408,408,408,408
ENSAMXG00000025463,1074,1074,1074,1074
ENSAMXG00000025514,951,951,951,951
ENSAMXG00000025515,1449,1449,1449,1449
ENSAMXG00000025516,261,261,261,261
ENSAMXG00000025517,477,477,477,477
ENSAMXG00000025518,762,762,762,762
ENSAMXG00000025519,600,600,600,600
ENSAMXG00000025520,774,774,774,774
ENSAMXG00000025521,1101,1101,1101,1101
ENSAMXG00000025522,1062,1062,1062,1062
ENSAMXG00000025523,261,261,261,261
ENSAMXG00000025524,411,411,411,411
ENSAMXG00000025525,1059,1059,1059,1059
ENSAMXG00000025526,660,660,660,660
ENSAMXG00000025527,1207,1207,1207,1207
ENSAMXG00000025528,1776,1776,1776,1776
ENSAMXG00000025529,771,771,771,771
ENSAMXG00000025530,1755,1755,1755,1755
ENSAMXG00000025531,1116,1116,1116,1116
ENSAMXG00000025532,303,303,303,303
ENSAMXG00000025533,801,801,801,801
ENSAMXG00000025534,1590,1590,1590,1590
ENSAMXG00000025535,846,846,846,846
ENSAMXG00000025536,735,735,735,735
ENSAMXG00000025537,1305,1305,1305,1305
ENSAMXG00000025538,999,999,999,999
ENSAMXG00000025539,2568,2568,2568,2568
ENSAMXG00000025540,1296,1296,1296,1296
ENSAMXG00000025541,1112,1112,1112,1112
ENSAMXG00000025542,1125,1125,1125,1125
ENSAMXG00000025543,900,900,900,900
ENSAMXG00000025545,687,687,687,687
ENSAMXG00000025546,855,855,855,855
ENSAMXG00000025547,627,627,627,627
ENSAMXG00000025548,279,279,279,279
ENSAMXG00000025549,429,429,429,429
ENSAMXG00000025550,1413,1413,1413,1413
ENSAMXG00000025551,1152,1152,1152,1152
ENSAMXG00000025552,1143,1143,1143,1143
ENSAMXG00000025553,2262,2262,2262,2262
ENSAMXG00000025554,4448,4448,4448,4448
ENSAMXG00000025555,1110,1110,1110,1110
ENSAMXG00000025556,534,534,534,534
ENSAMXG00000025557,579,579,579,579
ENSAMXG00000025558,1068,1068,1068,1068
ENSAMXG00000025559,264,264,264,264
ENSAMXG00000025560,1053,1053,1053,1053
ENSAMXG00000025561,417,417,417,417
ENSAMXG00000025562,3327,3327,3327,3327
ENSAMXG00000025563,2439,2439,2439,2439
ENSAMXG00000025564,981,981,981,981
ENSAMXG00000025565,786,786,786,786
ENSAMXG00000025566,1278,1278,1278,1278
ENSAMXG00000025567,912,912,912,912
ENSAMXG00000025568,531,531,531,531
ENSAMXG00000025569,1053,1053,1053,1053
ENSAMXG00000025570,942,942,942,942
ENSAMXG00000025571,1896,1896,1896,1896
ENSAMXG00000025572,924,924,924,924
ENSAMXG00000025573,1554,1554,1554,1554
ENSAMXG00000025574,957,957,957,957
ENSAMXG00000025575,1143,1143,1143,1143
ENSAMXG00000025576,939,939,939,939
ENSAMXG00000025577,948,948,948,948
ENSAMXG00000025578,1701,1701,1701,1701
ENSAMXG00000025579,1324,1324,1324,1324
ENSAMXG00000025580,1770,1770,1770,1770
ENSAMXG00000025581,1310,1310,1310,1310
ENSAMXG00000025582,2358,2358,2358,2358
ENSAMXG00000025583,948,948,948,948
ENSAMXG00000025584,573,573,573,573
ENSAMXG00000025585,1332,1332,1332,1332
ENSAMXG00000025586,1034,1034,1034,1034
ENSAMXG00000025587,1089,1089,1089,1089
ENSAMXG00000025588,1095,1095,1095,1095
ENSAMXG00000025589,1026,1026,1026,1026
ENSAMXG00000025590,2448,2448,2448,2448
ENSAMXG00000025591,777,777,777,777
ENSAMXG00000025592,1125,1125,1125,1125
ENSAMXG00000025593,1113,1113,1113,1113
ENSAMXG00000025594,912,912,912,912
ENSAMXG00000025595,2403,2403,2403,2403
ENSAMXG00000025596,837,837,837,837
ENSAMXG00000025597,1050,1050,1050,1050
ENSAMXG00000025598,1005,1005,1005,1005
ENSAMXG00000025599,900,900,900,900
ENSAMXG00000025600,1683,1683,1683,1683
ENSAMXG00000025601,1044,1044,1044,1044
ENSAMXG00000025602,1029,1029,1029,1029
ENSAMXG00000025603,1506,1506,1506,1506
ENSAMXG00000025604,447,447,447,447
ENSAMXG00000025605,2046,2046,2046,2046
ENSAMXG00000025606,771,771,771,771
ENSAMXG00000025607,1026,1026,1026,1026
ENSAMXG00000025608,1803,1803,1803,1803
ENSAMXG00000025609,786,786,786,786
ENSAMXG00000025610,543,543,543,543
ENSAMXG00000025611,204,204,204,204
ENSAMXG00000025612,105,105,105,105
ENSAMXG00000025613,1158,1158,1158,1158
ENSAMXG00000025614,3069,3069,3069,3069
ENSAMXG00000025615,1560,1560,1560,1560
ENSAMXG00000025616,1930,1930,1930,1930
ENSAMXG00000025617,759,759,759,759
ENSAMXG00000025618,1339,1339,1339,1339
ENSAMXG00000025619,1611,1611,1611,1611
ENSAMXG00000025620,774,774,774,774
ENSAMXG00000025621,618,618,618,618
ENSAMXG00000025622,801,801,801,801
ENSAMXG00000025623,1233,1233,1233,1233
ENSAMXG00000025624,1272,1272,1272,1272
ENSAMXG00000025625,942,942,942,942
ENSAMXG00000025626,375,375,375,375
ENSAMXG00000025627,738,738,738,738
ENSAMXG00000025628,1521,1521,1521,1521
ENSAMXG00000025629,915,915,915,915
ENSAMXG00000025630,1284,1284,1284,1284
ENSAMXG00000025631,1233,1233,1233,1233
ENSAMXG00000025632,4490,4490,4490,4490
ENSAMXG00000025633,828,828,828,828
ENSAMXG00000025634,1584,1584,1584,1584
ENSAMXG00000025635,1680,1680,1680,1680
ENSAMXG00000025636,219,219,219,219
ENSAMXG00000025637,621,621,621,621
ENSAMXG00000025638,816,816,816,816
ENSAMXG00000025639,1182,1182,1182,1182
ENSAMXG00000025640,1170,1170,1170,1170
ENSAMXG00000025641,2058,2058,2058,2058
ENSAMXG00000025642,807,807,807,807
ENSAMXG00000025643,1473,1473,1473,1473
ENSAMXG00000025644,1722,1722,1722,1722
ENSAMXG00000025645,1281,1281,1281,1281
ENSAMXG00000025646,648,648,648,648
ENSAMXG00000025647,1245,1245,1245,1245
ENSAMXG00000025648,1293,1293,1293,1293
ENSAMXG00000025650,513,513,513,513
ENSAMXG00000025651,897,897,897,897
ENSAMXG00000025652,843,843,843,843
ENSAMXG00000025653,726,726,726,726
ENSAMXG00000025654,312,312,312,312
ENSAMXG00000025655,1578,1578,1578,1578
ENSAMXG00000025656,711,711,711,711
ENSAMXG00000025657,498,498,498,498
ENSAMXG00000025658,1725,1725,1725,1725
ENSAMXG00000025659,873,873,873,873
ENSAMXG00000025660,852,852,852,852
ENSAMXG00000025661,3328,3328,3328,3328
ENSAMXG00000025662,726,726,726,726
ENSAMXG00000025663,1060,1060,1060,1060
ENSAMXG00000025714,2043,2043,2043,2043
ENSAMXG00000025715,219,219,219,219
ENSAMXG00000025716,2061,2061,2061,2061
ENSAMXG00000025717,924,924,924,924
ENSAMXG00000025718,1340,1340,1340,1340
ENSAMXG00000025719,1233,1233,1233,1233
ENSAMXG00000025720,459,459,459,459
ENSAMXG00000025721,1158,1158,1158,1158
ENSAMXG00000025722,1665,1665,1665,1665
ENSAMXG00000025723,864,864,864,864
ENSAMXG00000025724,1539,1539,1539,1539
ENSAMXG00000025725,414,414,414,414
ENSAMXG00000025726,1014,1014,1014,1014
ENSAMXG00000025727,1359,1359,1359,1359
ENSAMXG00000025728,2649,2649,2649,2649
ENSAMXG00000025729,987,987,987,987
ENSAMXG00000025730,1023,1023,1023,1023
ENSAMXG00000025731,966,966,966,966
ENSAMXG00000025732,1943,1943,1943,1943
ENSAMXG00000025733,1125,1125,1125,1125
ENSAMXG00000025734,135,135,135,135
ENSAMXG00000025735,1044,1044,1044,1044
ENSAMXG00000025736,1044,1044,1044,1044
ENSAMXG00000025737,3294,3294,3294,3294
ENSAMXG00000025738,1242,1242,1242,1242
ENSAMXG00000025739,1023,1023,1023,1023
ENSAMXG00000025740,1095,1095,1095,1095
ENSAMXG00000025741,993,993,993,993
ENSAMXG00000025742,831,831,831,831
ENSAMXG00000025743,807,807,807,807
ENSAMXG00000025744,1298,1298,1298,1298
ENSAMXG00000025745,1048,1048,1048,1048
ENSAMXG00000025746,2067,2067,2067,2067
ENSAMXG00000025747,888,888,888,888
ENSAMXG00000025748,903,903,903,903
ENSAMXG00000025749,1314,1314,1314,1314
ENSAMXG00000025750,1140,1140,1140,1140
ENSAMXG00000025753,498,498,498,498
ENSAMXG00000025754,1284,1284,1284,1284
ENSAMXG00000025755,849,849,849,849
ENSAMXG00000025756,1092,1092,1092,1092
ENSAMXG00000025757,765,765,765,765
ENSAMXG00000025758,663,663,663,663
ENSAMXG00000025759,1053,1053,1053,1053
ENSAMXG00000025760,894,894,894,894
ENSAMXG00000025761,1773,1773,1773,1773
ENSAMXG00000025762,1068,1068,1068,1068
ENSAMXG00000025763,639,639,639,639
ENSAMXG00000025764,504,504,504,504
ENSAMXG00000025765,1032,1032,1032,1032
ENSAMXG00000025766,822,822,822,822
ENSAMXG00000025767,615,615,615,615
ENSAMXG00000025768,3636,3636,3636,3636
ENSAMXG00000025769,1149,1149,1149,1149
ENSAMXG00000025770,1689,1689,1689,1689
ENSAMXG00000025771,267,267,267,267
ENSAMXG00000025772,585,585,585,585
ENSAMXG00000025773,1296,1296,1296,1296
ENSAMXG00000025774,318,318,318,318
ENSAMXG00000025775,924,924,924,924
ENSAMXG00000025776,132,132,132,132
ENSAMXG00000025777,1062,1062,1062,1062
ENSAMXG00000025778,804,804,804,804
ENSAMXG00000025779,1446,1446,1446,1446
ENSAMXG00000025780,816,816,816,816
ENSAMXG00000025781,2062,2062,2062,2062
ENSAMXG00000025782,1689,1689,1689,1689
ENSAMXG00000025783,576,576,576,576
ENSAMXG00000025784,225,225,225,225
ENSAMXG00000025785,909,909,909,909
