gene_id,exon_number
ENSAMXG00000021465,10
ENSAMXG00000021466,19
ENSAMXG00000021468,14
ENSAMXG00000021469,5
ENSAMXG00000021470,8
ENSAMXG00000021471,8
ENSAMXG00000021472,13
ENSAMXG00000021473,7
ENSAMXG00000021474,3
ENSAMXG00000021475,10
ENSAMXG00000021477,13
ENSAMXG00000021479,8
ENSAMXG00000021480,2
ENSAMXG00000021484,14
ENSAMXG00000021485,20
ENSAMXG00000021489,13
ENSAMXG00000021490,4
ENSAMXG00000021492,22
ENSAMXG00000021494,7
ENSAMXG00000021495,9
ENSAMXG00000021496,8
ENSAMXG00000021497,2
ENSAMXG00000021499,25
ENSAMXG00000021502,21
ENSAMXG00000021504,12
ENSAMXG00000021507,27
ENSAMXG00000021510,2
ENSAMXG00000021511,25
ENSAMXG00000021514,2
ENSAMXG00000021515,8
ENSAMXG00000021516,5
ENSAMXG00000021517,6
ENSAMXG00000021518,7
ENSAMXG00000021519,5
ENSAMXG00000021520,30
ENSAMXG00000021521,8
ENSAMXG00000021522,21
ENSAMXG00000021523,5
ENSAMXG00000021524,5
ENSAMXG00000021525,4
ENSAMXG00000021526,6
ENSAMXG00000021527,7
ENSAMXG00000021528,6
ENSAMXG00000021529,7
ENSAMXG00000021530,23
ENSAMXG00000021531,10
ENSAMXG00000021532,7
ENSAMXG00000021533,15
ENSAMXG00000021534,23
ENSAMXG00000021535,21
ENSAMXG00000021536,9
ENSAMXG00000021537,2
ENSAMXG00000021538,17
ENSAMXG00000021539,7
ENSAMXG00000021540,62
ENSAMXG00000021541,12
ENSAMXG00000021542,2
ENSAMXG00000021543,7
ENSAMXG00000021544,16
ENSAMXG00000021545,23
ENSAMXG00000021546,4
ENSAMXG00000021547,6
ENSAMXG00000021548,7
ENSAMXG00000021549,35
ENSAMXG00000021550,3
ENSAMXG00000021551,13
ENSAMXG00000021552,18
ENSAMXG00000021553,11
ENSAMXG00000021554,5
ENSAMXG00000021555,7
ENSAMXG00000021556,15
ENSAMXG00000021557,6
ENSAMXG00000021558,3
ENSAMXG00000021559,8
ENSAMXG00000021560,11
ENSAMXG00000021561,3
ENSAMXG00000021562,3
ENSAMXG00000021563,4
ENSAMXG00000021564,9
ENSAMXG00000021565,12
ENSAMXG00000021566,4
ENSAMXG00000021567,18
ENSAMXG00000021568,5
ENSAMXG00000021569,2
ENSAMXG00000021570,11
ENSAMXG00000021571,21
ENSAMXG00000021572,15
ENSAMXG00000021573,15
ENSAMXG00000021574,5
ENSAMXG00000021575,13
ENSAMXG00000021576,15
ENSAMXG00000021577,7
ENSAMXG00000021578,18
ENSAMXG00000021579,12
ENSAMXG00000021580,12
ENSAMXG00000021581,6
ENSAMXG00000021582,56
ENSAMXG00000021583,13
ENSAMXG00000021584,3
ENSAMXG00000021585,3
ENSAMXG00000021586,34
ENSAMXG00000021587,6
ENSAMXG00000021588,7
ENSAMXG00000021589,22
ENSAMXG00000021590,10
ENSAMXG00000021591,27
ENSAMXG00000021592,26
ENSAMXG00000021593,17
ENSAMXG00000021594,13
ENSAMXG00000021595,13
ENSAMXG00000021596,4
ENSAMXG00000021597,12
ENSAMXG00000021598,13
ENSAMXG00000021599,3
ENSAMXG00000021600,7
ENSAMXG00000021601,12
ENSAMXG00000021602,6
ENSAMXG00000021603,4
ENSAMXG00000021604,5
ENSAMXG00000021605,3
ENSAMXG00000021606,44
ENSAMXG00000021607,36
ENSAMXG00000021608,2
ENSAMXG00000021609,18
ENSAMXG00000021610,10
ENSAMXG00000021611,8
ENSAMXG00000021612,10
ENSAMXG00000021613,4
ENSAMXG00000021614,7
ENSAMXG00000021615,8
ENSAMXG00000021616,65
ENSAMXG00000021617,11
ENSAMXG00000021618,8
ENSAMXG00000021619,7
ENSAMXG00000021620,2
ENSAMXG00000021621,37
ENSAMXG00000021622,5
ENSAMXG00000021623,2
ENSAMXG00000021624,33
ENSAMXG00000021625,25
ENSAMXG00000021626,2
ENSAMXG00000021627,7
ENSAMXG00000021628,13
ENSAMXG00000021629,10
ENSAMXG00000021630,7
ENSAMXG00000021631,11
ENSAMXG00000021632,3
ENSAMXG00000021633,7
ENSAMXG00000021634,12
ENSAMXG00000021635,9
ENSAMXG00000021636,8
ENSAMXG00000021637,19
ENSAMXG00000021638,5
ENSAMXG00000021639,4
ENSAMXG00000021640,13
ENSAMXG00000021641,19
ENSAMXG00000021642,11
ENSAMXG00000021643,7
ENSAMXG00000021644,5
ENSAMXG00000021645,25
ENSAMXG00000021646,6
ENSAMXG00000021647,2
ENSAMXG00000021648,9
ENSAMXG00000021649,15
ENSAMXG00000021650,12
ENSAMXG00000021651,7
ENSAMXG00000021652,24
ENSAMXG00000021653,7
ENSAMXG00000021654,13
ENSAMXG00000021655,5
ENSAMXG00000021656,7
ENSAMXG00000021657,33
ENSAMXG00000021658,16
ENSAMXG00000021659,5
ENSAMXG00000021660,14
ENSAMXG00000021661,11
ENSAMXG00000021662,13
ENSAMXG00000021663,13
ENSAMXG00000021664,21
ENSAMXG00000021691,6
ENSAMXG00000021707,69
ENSAMXG00000021769,3
ENSAMXG00000021770,3
ENSAMXG00000021777,20
ENSAMXG00000021792,22
ENSAMXG00000021793,13
ENSAMXG00000021794,5
ENSAMXG00000021795,8
ENSAMXG00000021796,31
ENSAMXG00000021797,16
ENSAMXG00000021798,10
ENSAMXG00000021799,22
ENSAMXG00000021800,14
ENSAMXG00000021801,6
ENSAMXG00000021802,16
ENSAMXG00000021803,26
ENSAMXG00000021804,9
ENSAMXG00000021805,4
ENSAMXG00000021806,4
ENSAMXG00000021807,7
ENSAMXG00000021808,11
ENSAMXG00000021809,3
ENSAMXG00000021810,3
ENSAMXG00000021811,3
ENSAMXG00000021812,9
ENSAMXG00000021813,12
ENSAMXG00000021814,3
ENSAMXG00000021815,12
ENSAMXG00000021816,9
ENSAMXG00000021817,3
ENSAMXG00000021818,6
ENSAMXG00000021819,12
ENSAMXG00000021820,27
ENSAMXG00000021821,8
ENSAMXG00000021822,7
ENSAMXG00000021823,8
ENSAMXG00000021824,4
ENSAMXG00000021825,6
ENSAMXG00000021826,6
ENSAMXG00000021827,5
ENSAMXG00000021828,5
ENSAMXG00000021829,20
ENSAMXG00000021830,6
ENSAMXG00000021831,5
ENSAMXG00000021832,13
ENSAMXG00000021833,35
ENSAMXG00000021834,3
ENSAMXG00000024244,2
ENSAMXG00000024245,4
ENSAMXG00000024246,7
ENSAMXG00000024247,7
ENSAMXG00000024248,8
ENSAMXG00000024249,4
ENSAMXG00000024251,2
ENSAMXG00000024252,14
ENSAMXG00000024259,2
ENSAMXG00000024260,3
ENSAMXG00000024261,2
ENSAMXG00000024262,2
ENSAMXG00000024263,17
ENSAMXG00000024264,2
ENSAMXG00000024265,2
ENSAMXG00000024266,3
ENSAMXG00000024267,6
ENSAMXG00000024268,24
ENSAMXG00000024269,14
ENSAMXG00000024270,3
ENSAMXG00000024272,26
ENSAMXG00000024282,2
ENSAMXG00000024283,14
ENSAMXG00000024284,27
ENSAMXG00000024285,2
ENSAMXG00000024286,12
ENSAMXG00000024287,15
ENSAMXG00000024288,4
ENSAMXG00000024291,14
ENSAMXG00000024297,10
ENSAMXG00000024302,14
ENSAMXG00000024305,2
ENSAMXG00000024320,2
ENSAMXG00000024321,23
ENSAMXG00000024322,6
ENSAMXG00000024329,2
ENSAMXG00000024337,2
ENSAMXG00000024339,4
ENSAMXG00000024340,5
ENSAMXG00000024341,17
ENSAMXG00000024342,15
ENSAMXG00000024343,2
ENSAMXG00000024348,7
ENSAMXG00000024350,6
ENSAMXG00000024351,12
ENSAMXG00000024352,4
ENSAMXG00000024355,20
ENSAMXG00000024358,2
ENSAMXG00000024359,17
ENSAMXG00000024360,2
ENSAMXG00000024361,6
ENSAMXG00000024362,5
ENSAMXG00000024363,5
ENSAMXG00000024365,22
ENSAMXG00000024366,2
ENSAMXG00000024368,4
ENSAMXG00000024369,10
ENSAMXG00000024370,9
ENSAMXG00000024372,11
ENSAMXG00000024373,4
ENSAMXG00000024374,2
ENSAMXG00000024375,14
ENSAMXG00000024376,9
ENSAMXG00000024377,15
ENSAMXG00000024379,6
ENSAMXG00000024380,9
ENSAMXG00000024384,9
ENSAMXG00000024388,12
ENSAMXG00000024390,4
ENSAMXG00000024393,4
ENSAMXG00000024394,32
ENSAMXG00000024395,8
ENSAMXG00000024396,2
ENSAMXG00000024490,3
ENSAMXG00000024491,3
ENSAMXG00000024492,8
ENSAMXG00000024493,6
ENSAMXG00000024494,9
ENSAMXG00000024495,9
ENSAMXG00000024496,15
ENSAMXG00000024497,3
ENSAMXG00000024498,28
ENSAMXG00000024500,12
ENSAMXG00000024501,9
ENSAMXG00000024504,31
ENSAMXG00000024509,4
ENSAMXG00000024510,9
ENSAMXG00000024512,11
ENSAMXG00000024513,6
ENSAMXG00000024514,8
ENSAMXG00000024516,7
ENSAMXG00000024517,12
ENSAMXG00000024518,7
ENSAMXG00000024519,8
ENSAMXG00000024520,2
ENSAMXG00000024522,2
ENSAMXG00000024523,9
ENSAMXG00000024524,8
ENSAMXG00000024525,18
ENSAMXG00000024526,12
ENSAMXG00000024527,6
ENSAMXG00000024528,6
ENSAMXG00000024529,4
ENSAMXG00000024530,8
ENSAMXG00000024531,15
ENSAMXG00000024532,16
ENSAMXG00000024533,15
ENSAMXG00000024534,20
ENSAMXG00000024535,8
ENSAMXG00000024536,9
ENSAMXG00000024537,2
ENSAMXG00000024538,3
ENSAMXG00000024539,7
ENSAMXG00000024540,10
ENSAMXG00000024541,12
ENSAMXG00000024542,11
ENSAMXG00000024543,3
ENSAMXG00000024544,4
ENSAMXG00000024545,8
ENSAMXG00000024546,8
ENSAMXG00000024547,42
ENSAMXG00000024548,4
ENSAMXG00000024549,7
ENSAMXG00000024550,11
ENSAMXG00000024551,6
ENSAMXG00000024552,3
ENSAMXG00000024553,9
ENSAMXG00000024554,7
ENSAMXG00000024555,4
ENSAMXG00000024557,3
ENSAMXG00000024558,4
ENSAMXG00000024559,15
ENSAMXG00000024608,4
ENSAMXG00000024609,12
ENSAMXG00000024610,4
ENSAMXG00000024611,8
ENSAMXG00000024612,7
ENSAMXG00000024613,19
ENSAMXG00000024614,16
ENSAMXG00000024615,20
ENSAMXG00000024616,22
ENSAMXG00000024617,27
ENSAMXG00000024618,3
ENSAMXG00000024619,6
ENSAMXG00000024620,5
ENSAMXG00000024621,5
ENSAMXG00000024622,17
ENSAMXG00000024623,2
ENSAMXG00000024624,13
ENSAMXG00000024625,4
ENSAMXG00000024626,3
ENSAMXG00000024627,7
ENSAMXG00000024628,2
ENSAMXG00000024629,11
ENSAMXG00000024630,4
ENSAMXG00000024631,5
ENSAMXG00000024632,5
ENSAMXG00000024633,2
ENSAMXG00000024634,3
ENSAMXG00000024635,37
ENSAMXG00000024636,13
ENSAMXG00000024637,2
ENSAMXG00000024638,11
ENSAMXG00000024639,35
ENSAMXG00000024640,4
ENSAMXG00000024641,13
ENSAMXG00000024642,4
ENSAMXG00000024643,16
ENSAMXG00000024675,2
ENSAMXG00000024676,13
ENSAMXG00000024677,10
ENSAMXG00000024678,3
ENSAMXG00000024679,2
ENSAMXG00000024680,2
ENSAMXG00000024681,2
ENSAMXG00000024682,2
ENSAMXG00000024683,2
ENSAMXG00000024684,2
ENSAMXG00000024685,2
ENSAMXG00000024686,14
ENSAMXG00000024687,8
ENSAMXG00000024688,8
ENSAMXG00000024689,11
ENSAMXG00000024690,6
ENSAMXG00000024691,29
ENSAMXG00000024692,6
ENSAMXG00000024693,3
ENSAMXG00000024694,27
ENSAMXG00000024695,20
ENSAMXG00000024696,14
ENSAMXG00000024697,9
ENSAMXG00000024698,21
ENSAMXG00000024699,8
ENSAMXG00000024700,4
ENSAMXG00000024701,6
ENSAMXG00000024702,8
ENSAMXG00000024703,5
ENSAMXG00000024704,3
ENSAMXG00000024705,3
ENSAMXG00000024706,6
ENSAMXG00000024707,15
ENSAMXG00000024708,3
ENSAMXG00000024709,11
ENSAMXG00000024710,19
ENSAMXG00000024711,7
ENSAMXG00000024712,3
ENSAMXG00000024713,17
ENSAMXG00000024714,3
ENSAMXG00000024715,12
ENSAMXG00000024716,15
ENSAMXG00000024717,3
ENSAMXG00000024718,93
ENSAMXG00000024719,8
ENSAMXG00000024720,9
ENSAMXG00000024721,3
ENSAMXG00000024722,12
ENSAMXG00000024723,9
ENSAMXG00000024724,15
ENSAMXG00000024725,18
ENSAMXG00000024726,10
ENSAMXG00000024727,25
ENSAMXG00000024728,6
ENSAMXG00000024729,4
ENSAMXG00000024730,5
ENSAMXG00000024731,24
ENSAMXG00000024732,36
ENSAMXG00000024733,3
ENSAMXG00000024734,8
ENSAMXG00000024735,9
ENSAMXG00000024736,11
ENSAMXG00000024737,2
ENSAMXG00000024775,2
ENSAMXG00000024776,26
ENSAMXG00000024777,12
ENSAMXG00000024778,10
ENSAMXG00000024779,10
ENSAMXG00000024780,4
ENSAMXG00000024781,3
ENSAMXG00000024782,25
ENSAMXG00000024783,10
ENSAMXG00000024784,15
ENSAMXG00000024785,25
ENSAMXG00000024786,7
ENSAMXG00000024787,3
ENSAMXG00000024788,7
ENSAMXG00000024789,3
ENSAMXG00000024790,2
ENSAMXG00000024791,3
ENSAMXG00000024792,5
ENSAMXG00000024793,2
ENSAMXG00000024794,71
ENSAMXG00000024795,6
ENSAMXG00000024796,10
ENSAMXG00000024797,27
ENSAMXG00000024798,4
ENSAMXG00000024799,18
ENSAMXG00000024800,5
ENSAMXG00000024801,3
ENSAMXG00000024802,2
ENSAMXG00000024803,2
ENSAMXG00000024804,2
ENSAMXG00000024805,29
ENSAMXG00000024806,5
ENSAMXG00000024807,64
ENSAMXG00000024808,21
ENSAMXG00000024809,13
ENSAMXG00000024810,3
ENSAMXG00000024811,9
ENSAMXG00000024812,18
ENSAMXG00000024813,32
ENSAMXG00000024814,1
ENSAMXG00000024815,1
ENSAMXG00000024816,1
ENSAMXG00000024817,1
ENSAMXG00000024818,1
ENSAMXG00000024819,1
ENSAMXG00000024820,1
ENSAMXG00000024821,1
ENSAMXG00000024822,1
ENSAMXG00000024823,1
ENSAMXG00000024824,1
ENSAMXG00000024825,1
ENSAMXG00000024826,1
ENSAMXG00000024827,1
ENSAMXG00000024828,1
ENSAMXG00000024829,1
ENSAMXG00000024830,1
ENSAMXG00000024831,1
ENSAMXG00000024832,1
ENSAMXG00000024833,1
ENSAMXG00000024834,1
ENSAMXG00000024835,1
ENSAMXG00000024836,1
ENSAMXG00000024837,1
ENSAMXG00000024838,1
ENSAMXG00000024839,1
ENSAMXG00000024840,1
ENSAMXG00000024841,1
ENSAMXG00000024842,1
ENSAMXG00000024843,1
ENSAMXG00000024844,1
ENSAMXG00000024845,1
ENSAMXG00000024846,1
ENSAMXG00000024847,1
ENSAMXG00000024848,1
ENSAMXG00000024849,1
ENSAMXG00000024850,1
ENSAMXG00000024851,1
ENSAMXG00000024852,1
ENSAMXG00000024853,1
ENSAMXG00000024854,1
ENSAMXG00000024855,1
ENSAMXG00000024856,1
ENSAMXG00000024857,1
ENSAMXG00000024858,1
ENSAMXG00000024859,1
ENSAMXG00000024860,1
ENSAMXG00000024861,1
ENSAMXG00000024862,1
ENSAMXG00000024863,1
ENSAMXG00000024864,1
ENSAMXG00000024865,1
ENSAMXG00000024866,1
ENSAMXG00000024867,1
ENSAMXG00000024868,1
ENSAMXG00000024869,1
ENSAMXG00000024870,1
ENSAMXG00000024871,1
ENSAMXG00000024872,1
ENSAMXG00000024873,1
ENSAMXG00000024874,1
ENSAMXG00000024875,1
ENSAMXG00000024876,1
ENSAMXG00000024877,1
ENSAMXG00000024878,1
ENSAMXG00000024879,1
ENSAMXG00000024880,1
ENSAMXG00000024881,1
ENSAMXG00000024882,1
ENSAMXG00000024883,1
ENSAMXG00000024884,1
ENSAMXG00000024885,1
ENSAMXG00000024886,1
ENSAMXG00000024887,1
ENSAMXG00000024888,1
ENSAMXG00000024889,1
ENSAMXG00000024890,1
ENSAMXG00000024891,1
ENSAMXG00000024892,1
ENSAMXG00000024893,1
ENSAMXG00000024894,1
ENSAMXG00000024895,1
ENSAMXG00000024896,1
ENSAMXG00000024897,1
ENSAMXG00000024898,1
ENSAMXG00000024899,1
ENSAMXG00000024900,1
ENSAMXG00000024901,1
ENSAMXG00000024902,1
ENSAMXG00000024903,1
ENSAMXG00000024904,1
ENSAMXG00000024905,1
ENSAMXG00000024906,1
ENSAMXG00000024907,1
ENSAMXG00000024908,1
ENSAMXG00000024909,1
ENSAMXG00000024910,1
ENSAMXG00000024911,1
ENSAMXG00000024912,1
ENSAMXG00000024913,1
ENSAMXG00000024914,1
ENSAMXG00000024915,1
ENSAMXG00000024916,1
ENSAMXG00000024917,1
ENSAMXG00000024918,1
ENSAMXG00000024919,1
ENSAMXG00000024920,1
ENSAMXG00000024921,1
ENSAMXG00000024922,1
ENSAMXG00000024923,1
ENSAMXG00000024924,1
ENSAMXG00000024925,1
ENSAMXG00000024926,1
ENSAMXG00000024927,1
ENSAMXG00000024928,1
ENSAMXG00000024929,1
ENSAMXG00000024930,1
ENSAMXG00000024931,1
ENSAMXG00000024932,1
ENSAMXG00000024933,1
ENSAMXG00000024934,1
ENSAMXG00000024935,1
ENSAMXG00000024936,1
ENSAMXG00000024937,1
ENSAMXG00000024938,1
ENSAMXG00000024939,1
ENSAMXG00000024940,1
ENSAMXG00000024941,1
ENSAMXG00000024942,1
ENSAMXG00000024943,1
ENSAMXG00000024944,1
ENSAMXG00000024945,1
ENSAMXG00000024946,1
ENSAMXG00000024947,1
ENSAMXG00000024948,1
ENSAMXG00000024949,1
ENSAMXG00000024950,1
ENSAMXG00000024951,1
ENSAMXG00000024952,1
ENSAMXG00000024953,1
ENSAMXG00000024954,1
ENSAMXG00000024955,1
ENSAMXG00000024956,1
ENSAMXG00000024957,1
ENSAMXG00000024958,1
ENSAMXG00000024959,1
ENSAMXG00000024960,1
ENSAMXG00000024961,1
ENSAMXG00000024962,1
ENSAMXG00000024963,1
ENSAMXG00000024964,1
ENSAMXG00000024965,1
ENSAMXG00000024966,1
ENSAMXG00000024967,1
ENSAMXG00000024968,1
ENSAMXG00000024969,1
ENSAMXG00000024970,1
ENSAMXG00000024971,1
ENSAMXG00000024972,1
ENSAMXG00000024973,1
ENSAMXG00000024974,1
ENSAMXG00000024975,1
ENSAMXG00000024976,1
ENSAMXG00000024977,1
ENSAMXG00000024978,1
ENSAMXG00000024979,1
ENSAMXG00000024980,1
ENSAMXG00000024981,1
ENSAMXG00000024982,1
ENSAMXG00000024983,1
ENSAMXG00000024984,1
ENSAMXG00000024985,1
ENSAMXG00000024986,1
ENSAMXG00000024987,1
ENSAMXG00000024988,1
ENSAMXG00000024989,1
ENSAMXG00000024990,1
ENSAMXG00000024991,1
ENSAMXG00000024992,1
ENSAMXG00000024993,1
ENSAMXG00000024994,1
ENSAMXG00000024995,1
ENSAMXG00000024996,1
ENSAMXG00000024997,1
ENSAMXG00000024998,1
ENSAMXG00000024999,1
ENSAMXG00000025000,1
ENSAMXG00000025001,1
ENSAMXG00000025002,1
ENSAMXG00000025003,1
ENSAMXG00000025004,1
ENSAMXG00000025005,1
ENSAMXG00000025006,1
ENSAMXG00000025007,1
ENSAMXG00000025008,1
ENSAMXG00000025009,1
ENSAMXG00000025010,1
ENSAMXG00000025011,1
ENSAMXG00000025012,1
ENSAMXG00000025013,1
ENSAMXG00000025014,1
ENSAMXG00000025015,1
ENSAMXG00000025016,1
ENSAMXG00000025017,1
ENSAMXG00000025018,1
ENSAMXG00000025019,1
ENSAMXG00000025020,1
ENSAMXG00000025021,1
ENSAMXG00000025022,1
ENSAMXG00000025023,1
ENSAMXG00000025024,1
ENSAMXG00000025025,1
ENSAMXG00000025026,1
ENSAMXG00000025027,1
ENSAMXG00000025028,1
ENSAMXG00000025029,1
ENSAMXG00000025030,1
ENSAMXG00000025031,1
ENSAMXG00000025032,1
ENSAMXG00000025033,1
ENSAMXG00000025034,1
ENSAMXG00000025035,1
ENSAMXG00000025036,1
ENSAMXG00000025037,1
ENSAMXG00000025038,1
ENSAMXG00000025039,1
ENSAMXG00000025040,1
ENSAMXG00000025041,1
ENSAMXG00000025042,1
ENSAMXG00000025043,1
ENSAMXG00000025044,1
ENSAMXG00000025045,1
ENSAMXG00000025047,1
ENSAMXG00000025048,1
ENSAMXG00000025049,1
ENSAMXG00000025050,1
ENSAMXG00000025051,1
ENSAMXG00000025052,1
ENSAMXG00000025053,1
ENSAMXG00000025054,1
ENSAMXG00000025055,1
ENSAMXG00000025056,1
ENSAMXG00000025057,1
ENSAMXG00000025058,1
ENSAMXG00000025059,1
ENSAMXG00000025060,1
ENSAMXG00000025061,1
ENSAMXG00000025062,1
ENSAMXG00000025063,1
ENSAMXG00000025064,1
ENSAMXG00000025065,1
ENSAMXG00000025066,1
ENSAMXG00000025067,1
ENSAMXG00000025068,1
ENSAMXG00000025069,1
ENSAMXG00000025074,1
ENSAMXG00000025075,1
ENSAMXG00000025076,1
ENSAMXG00000025077,1
ENSAMXG00000025078,1
ENSAMXG00000025079,1
ENSAMXG00000025080,1
ENSAMXG00000025081,1
ENSAMXG00000025082,1
ENSAMXG00000025083,1
ENSAMXG00000025084,1
ENSAMXG00000025085,1
ENSAMXG00000025086,1
ENSAMXG00000025087,1
ENSAMXG00000025088,1
ENSAMXG00000025089,1
ENSAMXG00000025090,1
ENSAMXG00000025091,1
ENSAMXG00000025092,1
ENSAMXG00000025093,1
ENSAMXG00000025094,1
ENSAMXG00000025095,1
ENSAMXG00000025096,1
ENSAMXG00000025097,1
ENSAMXG00000025098,1
ENSAMXG00000025099,1
ENSAMXG00000025100,1
ENSAMXG00000025101,1
ENSAMXG00000025102,1
ENSAMXG00000025103,1
ENSAMXG00000025104,1
ENSAMXG00000025105,1
ENSAMXG00000025106,1
ENSAMXG00000025107,1
ENSAMXG00000025108,1
ENSAMXG00000025109,1
ENSAMXG00000025110,1
ENSAMXG00000025111,1
ENSAMXG00000025112,1
ENSAMXG00000025113,1
ENSAMXG00000025114,1
ENSAMXG00000025115,1
ENSAMXG00000025116,1
ENSAMXG00000025117,1
ENSAMXG00000025118,1
ENSAMXG00000025119,1
ENSAMXG00000025120,1
ENSAMXG00000025121,1
ENSAMXG00000025122,1
ENSAMXG00000025123,1
ENSAMXG00000025124,1
ENSAMXG00000025125,1
ENSAMXG00000025133,1
ENSAMXG00000025134,1
ENSAMXG00000025135,1
ENSAMXG00000025136,1
ENSAMXG00000025137,1
ENSAMXG00000025138,1
ENSAMXG00000025139,1
ENSAMXG00000025140,1
ENSAMXG00000025141,1
ENSAMXG00000025142,1
ENSAMXG00000025143,1
ENSAMXG00000025144,1
ENSAMXG00000025145,1
ENSAMXG00000025146,1
ENSAMXG00000025147,1
ENSAMXG00000025148,1
ENSAMXG00000025149,1
ENSAMXG00000025150,1
ENSAMXG00000025151,1
ENSAMXG00000025152,1
ENSAMXG00000025153,1
ENSAMXG00000025154,1
ENSAMXG00000025155,1
ENSAMXG00000025156,1
ENSAMXG00000025157,1
ENSAMXG00000025158,1
ENSAMXG00000025159,1
ENSAMXG00000025160,1
ENSAMXG00000025161,1
ENSAMXG00000025162,1
ENSAMXG00000025163,1
ENSAMXG00000025164,1
ENSAMXG00000025165,1
ENSAMXG00000025166,1
ENSAMXG00000025167,1
ENSAMXG00000025168,1
ENSAMXG00000025169,1
ENSAMXG00000025170,1
ENSAMXG00000025171,1
ENSAMXG00000025172,1
ENSAMXG00000025173,1
ENSAMXG00000025174,1
ENSAMXG00000025175,1
ENSAMXG00000025176,1
ENSAMXG00000025177,1
ENSAMXG00000025178,1
ENSAMXG00000025179,1
ENSAMXG00000025180,1
ENSAMXG00000025181,1
ENSAMXG00000025182,1
ENSAMXG00000025183,1
ENSAMXG00000025184,1
ENSAMXG00000025185,1
ENSAMXG00000025186,1
ENSAMXG00000025187,1
ENSAMXG00000025188,1
ENSAMXG00000025189,1
ENSAMXG00000025190,1
ENSAMXG00000025191,1
ENSAMXG00000025192,1
ENSAMXG00000025193,1
ENSAMXG00000025194,1
ENSAMXG00000025195,1
ENSAMXG00000025196,1
ENSAMXG00000025197,1
ENSAMXG00000025198,1
ENSAMXG00000025199,1
ENSAMXG00000025200,1
ENSAMXG00000025201,1
ENSAMXG00000025202,1
ENSAMXG00000025203,1
ENSAMXG00000025204,1
ENSAMXG00000025205,1
ENSAMXG00000025206,1
ENSAMXG00000025207,1
ENSAMXG00000025208,1
ENSAMXG00000025209,1
ENSAMXG00000025210,1
ENSAMXG00000025211,1
ENSAMXG00000025212,1
ENSAMXG00000025213,1
ENSAMXG00000025264,1
ENSAMXG00000025265,1
ENSAMXG00000025266,1
ENSAMXG00000025267,1
ENSAMXG00000025268,1
ENSAMXG00000025269,1
ENSAMXG00000025270,1
ENSAMXG00000025271,1
ENSAMXG00000025272,1
ENSAMXG00000025273,1
ENSAMXG00000025274,1
ENSAMXG00000025275,1
ENSAMXG00000025276,1
ENSAMXG00000025277,1
ENSAMXG00000025278,1
ENSAMXG00000025279,1
ENSAMXG00000025280,1
ENSAMXG00000025281,1
ENSAMXG00000025282,1
ENSAMXG00000025283,1
ENSAMXG00000025284,1
ENSAMXG00000025285,1
ENSAMXG00000025286,1
ENSAMXG00000025287,1
ENSAMXG00000025288,1
ENSAMXG00000025289,1
ENSAMXG00000025290,1
ENSAMXG00000025291,1
ENSAMXG00000025292,1
ENSAMXG00000025293,1
ENSAMXG00000025294,1
ENSAMXG00000025295,1
ENSAMXG00000025296,1
ENSAMXG00000025297,1
ENSAMXG00000025298,1
ENSAMXG00000025299,1
ENSAMXG00000025300,1
ENSAMXG00000025301,1
ENSAMXG00000025302,1
ENSAMXG00000025303,1
ENSAMXG00000025304,1
ENSAMXG00000025305,1
ENSAMXG00000025306,1
ENSAMXG00000025307,1
ENSAMXG00000025308,1
ENSAMXG00000025309,1
ENSAMXG00000025310,1
ENSAMXG00000025311,1
ENSAMXG00000025312,1
ENSAMXG00000025313,1
ENSAMXG00000025364,1
ENSAMXG00000025365,1
ENSAMXG00000025366,1
ENSAMXG00000025367,1
ENSAMXG00000025368,1
ENSAMXG00000025369,1
ENSAMXG00000025370,1
ENSAMXG00000025371,1
ENSAMXG00000025372,1
ENSAMXG00000025373,1
ENSAMXG00000025374,1
ENSAMXG00000025375,1
ENSAMXG00000025376,1
ENSAMXG00000025377,1
ENSAMXG00000025378,1
ENSAMXG00000025379,1
ENSAMXG00000025380,1
ENSAMXG00000025381,1
ENSAMXG00000025382,1
ENSAMXG00000025383,1
ENSAMXG00000025384,1
ENSAMXG00000025385,1
ENSAMXG00000025386,1
ENSAMXG00000025387,1
ENSAMXG00000025388,1
ENSAMXG00000025389,1
ENSAMXG00000025390,1
ENSAMXG00000025391,1
ENSAMXG00000025392,1
ENSAMXG00000025393,1
ENSAMXG00000025394,1
ENSAMXG00000025395,1
ENSAMXG00000025396,1
ENSAMXG00000025397,1
ENSAMXG00000025398,1
ENSAMXG00000025399,1
ENSAMXG00000025400,1
ENSAMXG00000025406,1
ENSAMXG00000025407,1
ENSAMXG00000025408,1
ENSAMXG00000025409,1
ENSAMXG00000025410,1
ENSAMXG00000025411,1
ENSAMXG00000025412,1
ENSAMXG00000025413,1
ENSAMXG00000025414,1
ENSAMXG00000025415,1
ENSAMXG00000025416,1
ENSAMXG00000025417,1
ENSAMXG00000025418,1
ENSAMXG00000025419,1
ENSAMXG00000025420,1
ENSAMXG00000025421,1
ENSAMXG00000025422,1
ENSAMXG00000025423,1
ENSAMXG00000025424,1
ENSAMXG00000025425,1
ENSAMXG00000025426,1
ENSAMXG00000025427,1
ENSAMXG00000025428,1
ENSAMXG00000025429,1
ENSAMXG00000025430,1
ENSAMXG00000025431,1
ENSAMXG00000025432,1
